Age,Gender,Educational Qualification,Location,Tenure,Monthly Salary,Incentive Earnings,Attendance %,Leave Utilization,Distance from Workplace,Number of Transfers,Performance Rating,Training Hours,Promotion History,Manager Effectiveness Score,Employee Engagement Score,Overtime Hours,Previous Attrition Label
58,Female,Bachelors,Dhaka,11,67517,5307.66,86.55,18,26,1,5,25,2,9,10,41,No
57,Female,High School,Khulna,3,100885,15546.68,90.99,21,1,0,2,36,1,1,2,24,Yes
45,Male,Bachelors,Chittagong,9,71350,10017.18,86.39,15,11,4,1,27,3,2,8,1,No
52,Female,Bachelors,Barisal,12,102179,7937.29,86.44,7,7,0,2,86,1,6,9,25,Yes
27,Male,High School,Barisal,1,148179,13481.4,75.41,11,10,3,4,53,2,2,6,19,No
23,Male,Bachelors,Barisal,10,53274,5931.95,79.35,14,2,4,3,59,0,2,4,2,No
41,Male,Masters,Sylhet,3,70013,10844.06,87.21,15,16,0,5,83,2,5,6,31,No
49,Female,Bachelors,Khulna,11,131203,19130.51,95.57,14,5,2,1,23,0,7,7,0,No
32,Male,High School,Rajshahi,10,64913,8427.99,81.97,12,16,1,1,61,1,4,8,23,No
25,Male,Bachelors,Barisal,11,129165,21346.01,88.07,9,23,4,1,84,2,6,3,49,Yes
36,Male,Bachelors,Chittagong,7,70819,11592.41,83.62,6,26,2,3,59,0,3,6,42,No
27,Male,Bachelors,Barisal,3,107168,15290.61,77.62,19,16,0,4,26,1,4,10,43,No
51,Female,Bachelors,Khulna,14,117680,19775.95,98.96,20,27,3,4,12,2,4,6,32,Yes
59,Female,Bachelors,Rajshahi,3,102857,10300.05,96.37,8,15,3,2,71,3,4,10,37,No
23,Male,Masters,Sylhet,2,127627,23252.04,76.96,20,9,2,2,30,2,1,7,47,No
36,Male,Bachelors,Dhaka,9,119792,17038.8,92.99,16,1,3,4,42,1,4,4,34,No
32,Female,PhD,Chittagong,11,89910,15586.31,83.69,18,9,1,1,10,2,4,6,16,Yes
29,Male,Bachelors,Dhaka,4,48485,6397.2,99.87,16,11,2,3,79,1,6,2,47,No
47,Female,Bachelors,Sylhet,10,27860,2305.85,82.56,20,5,2,4,65,0,9,8,42,No
26,Male,Bachelors,Khulna,13,74875,9835.69,80.97,20,6,3,3,13,2,10,3,47,No
27,Male,High School,Khulna,6,39919,4218.11,89.2,16,8,2,5,31,1,6,9,43,No
47,Male,High School,Sylhet,2,123873,19153.84,95.88,6,15,0,1,86,1,6,8,32,Yes
25,Male,Bachelors,Barisal,9,98947,12009.11,79.81,18,27,4,5,67,3,7,6,10,No
40,Female,Masters,Sylhet,7,34586,6066.97,92.74,15,16,4,4,53,0,7,10,22,Yes
41,Male,Masters,Chittagong,10,76986,11679.61,76.54,13,18,3,2,66,3,1,2,37,Yes
54,Female,Bachelors,Rajshahi,5,114848,17535.18,97.97,11,12,1,4,49,3,8,8,31,No
41,Female,High School,Dhaka,7,48055,3968.06,77.03,16,23,1,5,99,2,1,6,18,Yes
33,Male,Bachelors,Dhaka,14,59890,11836.51,97.86,21,28,3,3,65,1,9,1,11,No
22,Female,Bachelors,Khulna,4,88081,15524.39,87.27,13,4,3,4,72,1,4,6,27,No
47,Male,Masters,Barisal,13,53807,9058.45,86.2,10,25,2,2,48,1,9,5,1,Yes
35,Male,Masters,Khulna,10,110920,11040.12,99.33,16,22,1,5,16,2,8,6,9,No
59,Female,Masters,Chittagong,13,72177,9407.89,99.76,24,16,4,4,23,2,9,1,18,Yes
58,Male,Bachelors,Sylhet,7,119461,8429.82,91.25,14,23,3,5,99,0,6,4,27,No
32,Female,Bachelors,Dhaka,2,93625,12243.47,78.18,13,11,4,5,27,3,9,7,46,No
57,Male,Bachelors,Chittagong,7,39242,2820.85,87.65,16,22,4,1,64,0,4,5,7,Yes
34,Female,PhD,Khulna,4,81317,10811.56,88.23,5,27,1,3,65,0,3,6,42,No
24,Female,High School,Khulna,4,64978,9571.8,87.86,6,24,4,1,97,2,3,2,22,No
54,Female,High School,Dhaka,1,41433,4496.7,89.24,23,22,2,5,66,1,8,8,47,Yes
27,Female,High School,Khulna,12,58282,7272.53,75.47,5,7,2,2,67,2,2,10,44,Yes
31,Female,Masters,Barisal,3,101519,18410.27,92.78,20,24,1,2,34,2,6,4,29,No
26,Female,Bachelors,Khulna,5,134274,8900.28,92.81,20,15,2,1,79,2,9,6,27,Yes
44,Female,Bachelors,Rajshahi,5,68578,11573.22,77.89,22,17,3,2,89,0,9,3,12,Yes
31,Male,PhD,Sylhet,2,133333,10081.73,89.26,22,15,1,5,12,1,8,9,36,No
23,Male,Masters,Khulna,4,95207,5284.58,89.21,17,10,4,4,30,2,8,8,11,No
34,Male,Bachelors,Rajshahi,1,49133,3824.33,92.06,16,28,3,5,41,0,1,6,9,No
23,Other,Bachelors,Chittagong,9,75317,12408.96,77.13,13,4,1,4,11,2,7,9,16,No
41,Male,Masters,Khulna,1,133745,14814.79,90.66,9,22,4,2,29,3,1,10,0,No
22,Male,Masters,Barisal,6,90950,16450.86,82.02,13,17,4,3,84,1,9,9,21,No
58,Male,Bachelors,Chittagong,7,84612,10890.08,87.68,17,4,4,3,27,0,3,2,14,Yes
30,Female,Bachelors,Khulna,3,89873,4793.61,94.33,20,22,4,5,63,3,1,9,15,No
38,Female,Bachelors,Dhaka,12,138397,21798.5,92.64,14,23,4,5,84,2,8,8,19,No
30,Male,Masters,Rajshahi,1,140792,9367.59,77.97,20,29,1,2,45,3,7,2,9,Yes
32,Male,Bachelors,Rajshahi,7,111778,18824.19,89.78,18,22,2,3,85,3,2,9,41,No
36,Female,Bachelors,Dhaka,3,87002,6543.89,99.23,6,11,4,3,70,0,7,5,25,No
45,Male,High School,Sylhet,13,77508,7891.63,78.92,23,4,3,5,69,1,5,9,48,No
59,Male,Masters,Barisal,10,125720,20642.06,96.32,15,12,1,3,45,1,7,3,22,No
56,Female,Bachelors,Rajshahi,12,63379,12240.68,92.56,23,29,0,5,53,0,10,4,16,No
51,Female,High School,Chittagong,12,149814,15837.6,94.35,15,23,2,1,77,2,7,1,33,Yes
52,Male,Bachelors,Barisal,6,40231,7016.69,82.05,18,10,3,3,75,3,2,5,40,Yes
26,Female,Bachelors,Rajshahi,13,112385,8835.58,82.2,19,14,4,4,53,1,2,7,21,No
35,Female,Bachelors,Sylhet,12,66163,11318.97,97.65,11,18,1,2,86,1,7,7,3,No
32,Male,Masters,Chittagong,14,146880,21829.91,84.0,19,6,1,5,99,3,3,6,6,No
30,Other,Bachelors,Barisal,6,56676,4472.39,76.58,12,5,4,3,38,2,4,6,4,No
55,Female,Masters,Chittagong,14,112592,10738.53,90.01,8,2,3,3,57,3,7,8,30,No
33,Female,High School,Dhaka,12,131564,9178.65,78.12,22,25,1,5,45,0,2,10,18,Yes
56,Female,High School,Khulna,4,148395,15944.31,94.91,18,13,2,4,17,0,2,9,3,Yes
56,Male,High School,Dhaka,12,110483,8899.11,91.04,22,23,3,3,14,2,9,4,49,No
22,Male,Bachelors,Barisal,11,80535,11806.41,96.87,8,14,4,1,87,1,1,4,21,No
43,Male,Bachelors,Khulna,6,135952,27078.34,94.62,6,3,3,2,56,1,3,8,2,Yes
50,Male,Masters,Dhaka,11,116576,6038.8,77.8,10,23,3,5,52,2,10,5,22,No
29,Male,Masters,Khulna,10,71110,9325.22,84.53,15,11,0,3,19,2,4,10,3,Yes
32,Female,Bachelors,Rajshahi,4,71978,9792.61,94.36,5,27,4,2,19,0,5,9,45,No
58,Female,PhD,Chittagong,13,149532,27982.12,85.43,19,22,2,5,15,0,3,6,23,No
35,Female,Bachelors,Khulna,8,115818,14581.58,99.31,16,23,4,5,25,2,9,9,13,Yes
51,Female,Masters,Rajshahi,9,116737,15357.36,93.39,22,4,0,5,69,1,5,4,48,Yes
56,Female,Bachelors,Sylhet,2,97369,11757.1,75.39,9,13,4,4,35,3,7,1,40,Yes
42,Male,Bachelors,Dhaka,7,29752,2687.67,97.0,15,29,4,1,30,3,7,4,2,No
58,Male,Masters,Sylhet,9,49507,2891.43,77.52,23,26,2,5,67,3,9,9,46,Yes
26,Male,Bachelors,Barisal,9,110705,12321.32,78.51,5,29,0,4,50,0,2,7,20,No
40,Female,High School,Rajshahi,12,149225,8638.44,93.36,21,8,4,5,39,2,3,6,25,No
35,Male,Bachelors,Sylhet,5,148223,19650.5,96.62,12,8,4,5,14,1,4,2,0,No
47,Female,Bachelors,Sylhet,1,135282,12999.79,88.41,20,23,1,4,19,0,8,4,29,Yes
25,Male,Masters,Rajshahi,6,66495,8647.03,82.23,15,13,4,1,20,2,1,1,3,Yes
46,Female,Bachelors,Chittagong,8,115466,8099.31,83.78,23,23,2,2,72,2,9,3,13,Yes
46,Female,Masters,Khulna,1,85886,16309.28,83.57,15,10,1,3,16,3,5,2,17,No
39,Female,Bachelors,Barisal,2,95559,17599.88,83.17,19,13,0,5,68,3,4,4,11,No
29,Other,Bachelors,Barisal,13,25982,2039.57,81.07,12,13,3,1,21,1,8,4,37,No
35,Female,Masters,Dhaka,13,104841,10643.11,90.22,18,24,2,3,73,1,9,9,41,No
53,Female,Bachelors,Khulna,1,41146,5843.72,97.51,5,17,0,5,50,3,3,7,35,Yes
59,Female,PhD,Dhaka,5,141033,9075.89,82.68,14,6,1,3,69,3,4,3,15,No
54,Female,Bachelors,Barisal,2,79843,8238.61,79.67,11,2,3,4,81,2,1,7,0,No
44,Female,Bachelors,Khulna,10,145690,12772.18,95.96,22,17,0,1,37,1,3,8,2,No
36,Male,High School,Sylhet,10,101737,19058.14,93.54,16,12,2,1,89,2,10,7,38,No
54,Male,Bachelors,Chittagong,14,107446,19112.13,98.27,6,26,1,2,72,1,5,8,34,No
46,Female,Bachelors,Sylhet,4,113567,15555.83,79.14,22,23,2,2,12,1,8,9,14,No
38,Male,Masters,Chittagong,1,48636,6227.93,78.61,11,6,2,3,41,0,1,1,37,Yes
54,Male,Bachelors,Rajshahi,7,107850,20449.32,88.54,24,5,1,4,30,3,1,10,15,No
23,Other,Bachelors,Dhaka,8,52332,9935.97,90.36,16,5,4,3,64,0,3,6,16,No
35,Female,High School,Dhaka,5,76434,14935.17,87.0,24,25,2,5,27,1,9,4,33,Yes
27,Female,High School,Rajshahi,2,108866,7490.72,89.97,18,9,1,1,62,2,9,1,9,Yes
27,Male,Bachelors,Khulna,8,86271,6391.27,79.51,14,28,2,3,84,1,1,2,10,No
24,Male,Masters,Rajshahi,1,87726,13291.41,86.99,13,28,4,3,70,0,4,10,27,No
28,Male,Masters,Barisal,7,105901,13895.82,91.45,19,22,1,1,59,3,8,4,26,No
29,Male,Masters,Rajshahi,1,134037,7073.12,85.82,24,29,0,1,17,2,2,1,37,Yes
36,Male,Masters,Chittagong,12,35108,2081.77,91.99,14,3,0,2,21,1,4,6,17,No
50,Male,Bachelors,Barisal,6,93896,17202.88,86.28,23,23,0,2,60,1,7,1,46,No
54,Female,Masters,Rajshahi,13,67553,12181.87,83.34,23,20,3,1,75,3,7,9,47,No
51,Female,High School,Dhaka,6,65880,6824.55,82.59,16,5,2,3,50,1,5,10,29,No
48,Male,Bachelors,Sylhet,5,139320,25587.18,85.27,16,7,2,5,31,1,7,3,12,No
57,Male,Bachelors,Chittagong,2,77077,10717.65,75.58,13,12,1,3,18,3,6,1,15,Yes
50,Male,High School,Chittagong,2,28625,4891.61,91.71,24,7,3,5,87,0,2,6,1,Yes
59,Male,Masters,Khulna,9,63237,7216.27,96.13,8,10,2,1,88,0,9,6,19,No
54,Female,Bachelors,Sylhet,5,26223,1757.2,83.87,5,8,1,5,20,0,5,7,11,No
58,Male,Masters,Chittagong,5,84303,9699.82,76.15,20,17,4,2,22,0,2,7,28,No
48,Male,Bachelors,Rajshahi,7,90197,10696.91,99.67,5,5,2,1,65,2,6,10,45,No
54,Male,High School,Chittagong,6,130414,17298.33,81.59,17,15,2,4,37,2,10,4,7,No
25,Male,Masters,Chittagong,2,99693,6563.53,78.17,7,28,4,5,98,3,5,5,37,No
43,Female,Bachelors,Chittagong,11,136555,27134.88,84.24,16,9,4,5,73,3,2,3,45,No
23,Female,Bachelors,Khulna,1,62760,5436.3,93.46,13,23,2,4,73,3,10,6,46,No
31,Female,High School,Chittagong,5,104182,8311.94,82.35,8,11,4,4,79,2,10,7,19,Yes
26,Male,Bachelors,Chittagong,4,135174,17440.21,89.37,6,28,1,1,64,1,7,9,34,No
31,Female,Bachelors,Khulna,12,82966,10833.8,85.39,13,13,2,3,46,2,10,9,38,Yes
54,Female,Bachelors,Barisal,3,54024,6265.33,77.94,24,18,2,4,42,0,2,5,30,No
59,Female,PhD,Sylhet,2,95323,15803.01,83.26,17,17,0,5,34,0,7,4,15,No
34,Male,Masters,Barisal,10,48202,6145.67,93.12,18,24,2,4,32,1,6,7,22,No
52,Male,Masters,Dhaka,2,144414,20427.98,90.3,7,9,0,1,69,3,4,3,33,No
57,Female,Masters,Khulna,14,76524,12133.8,77.99,22,10,4,1,65,2,4,4,31,No
45,Female,Bachelors,Khulna,4,68908,3704.06,79.08,13,5,4,5,72,1,6,9,16,No
36,Male,Bachelors,Chittagong,2,61067,8280.48,91.02,19,11,1,5,17,1,9,5,42,No
50,Male,High School,Chittagong,4,34360,6275.14,95.34,14,22,0,5,26,2,10,10,23,No
29,Male,High School,Dhaka,3,123228,6482.82,83.74,21,15,2,3,99,1,6,7,34,No
26,Female,PhD,Chittagong,9,129755,14373.91,89.88,17,2,0,5,66,3,6,2,22,No
50,Male,Bachelors,Rajshahi,7,37941,7168.35,79.27,5,27,4,1,84,2,1,9,7,Yes
25,Female,Bachelors,Chittagong,14,40993,4221.18,82.78,15,21,4,1,71,2,5,5,22,Yes
33,Male,Bachelors,Chittagong,13,39620,4707.23,75.51,9,28,1,4,20,1,1,5,20,Yes
23,Female,Bachelors,Rajshahi,11,148271,29243.67,94.21,13,20,4,5,76,3,9,4,18,No
48,Female,High School,Dhaka,12,45193,3610.86,85.03,11,24,0,3,49,3,10,8,30,No
52,Male,High School,Rajshahi,3,76559,4577.33,95.4,11,24,2,2,49,0,4,4,49,No
57,Female,High School,Khulna,13,46248,8274.39,92.71,6,14,2,4,65,2,2,2,6,No
57,Male,Bachelors,Rajshahi,14,70852,12772.48,95.72,23,5,0,3,62,0,9,5,47,No
47,Female,Bachelors,Sylhet,8,30027,3627.61,82.14,24,27,1,5,94,3,6,3,23,Yes
48,Female,High School,Khulna,9,88410,11239.66,79.63,22,24,2,3,37,3,10,4,45,No
26,Male,Masters,Chittagong,13,29260,5131.35,99.3,14,6,0,2,95,0,3,3,7,Yes
41,Female,Bachelors,Khulna,7,62596,10064.43,92.93,9,26,0,3,51,2,2,7,12,Yes
32,Other,Bachelors,Dhaka,6,132076,11856.77,95.85,20,22,4,2,55,0,6,6,2,No
31,Male,PhD,Dhaka,4,34012,1786.79,75.33,9,29,4,2,27,3,10,2,33,No
59,Female,Bachelors,Rajshahi,5,50823,6198.12,83.86,19,15,1,2,32,3,6,8,12,No
27,Female,Masters,Khulna,8,98851,17678.2,93.57,20,29,1,3,35,1,9,5,31,Yes
29,Female,Masters,Chittagong,3,72027,13279.99,76.95,8,4,1,5,38,1,5,6,34,No
44,Male,Bachelors,Dhaka,2,103167,19956.0,89.18,18,10,0,1,61,0,9,8,20,No
47,Male,Masters,Barisal,3,108794,19793.38,85.73,21,28,0,1,84,1,5,7,0,No
33,Male,Masters,Chittagong,12,50099,6863.89,75.44,21,27,4,3,55,3,2,3,1,Yes
47,Female,Bachelors,Barisal,7,126427,14752.87,80.9,20,19,2,5,10,2,1,2,41,Yes
34,Male,Bachelors,Sylhet,8,61992,10304.77,82.12,13,9,1,1,72,2,9,3,42,No
39,Female,Masters,Barisal,1,144942,23331.78,77.8,6,21,3,2,25,0,10,8,25,Yes
46,Male,Masters,Dhaka,13,121912,15936.52,90.79,15,26,1,3,34,1,7,4,2,No
54,Female,Bachelors,Rajshahi,7,142886,9015.98,81.06,19,10,4,3,71,0,3,8,23,No
33,Male,Bachelors,Sylhet,9,35977,6796.49,81.94,7,4,0,4,91,1,6,4,25,No
57,Male,Masters,Khulna,12,81234,9613.26,97.46,20,22,4,4,89,2,10,7,7,No
25,Male,Bachelors,Chittagong,13,117230,12250.54,86.68,23,4,4,4,92,1,4,6,46,No
26,Male,Bachelors,Dhaka,14,72376,10453.64,84.8,10,6,4,5,25,1,9,10,36,No
58,Female,Masters,Sylhet,14,58978,8910.14,93.1,18,26,3,3,78,0,2,1,7,Yes
29,Female,Bachelors,Sylhet,3,34218,2792.3,97.74,9,8,3,4,79,2,4,8,17,No
49,Female,Bachelors,Dhaka,3,46788,8213.2,75.63,9,16,1,3,43,1,1,6,17,No
52,Other,Masters,Khulna,8,45501,4253.91,86.21,10,8,0,2,89,2,7,2,11,Yes
30,Female,Masters,Khulna,4,102989,8033.41,90.27,22,28,4,4,62,1,4,5,35,No
50,Female,Bachelors,Rajshahi,14,128733,14284.21,82.96,22,16,2,3,32,2,5,2,39,No
35,Female,Bachelors,Barisal,8,40210,6416.87,94.31,23,6,1,5,52,1,1,10,1,No
43,Female,Bachelors,Khulna,5,99225,19330.89,99.29,6,17,1,5,53,3,2,7,19,No
32,Male,PhD,Rajshahi,14,70489,12081.26,98.59,21,29,4,5,41,2,4,10,2,Yes
44,Female,High School,Barisal,3,117917,22528.31,81.65,5,1,1,4,32,3,2,6,39,No
22,Male,Bachelors,Sylhet,4,88721,6307.25,80.66,13,19,4,5,29,3,1,7,43,No
58,Female,Bachelors,Dhaka,14,120044,7283.85,98.94,17,18,1,1,28,3,10,6,33,Yes
42,Female,Masters,Khulna,4,67653,9042.21,86.47,8,17,0,2,81,1,1,10,48,Yes
47,Male,High School,Rajshahi,8,111678,10446.88,80.21,9,17,1,3,38,2,6,1,45,Yes
57,Male,Bachelors,Sylhet,6,65950,11489.03,92.67,22,28,1,1,27,1,2,3,45,No
44,Female,High School,Khulna,7,33916,5114.47,82.11,14,12,2,4,78,1,3,10,5,No
22,Female,Masters,Chittagong,9,90911,17783.03,81.68,8,12,0,3,21,2,5,2,39,Yes
36,Male,Bachelors,Sylhet,6,56449,4979.87,96.98,17,6,0,3,19,0,3,1,9,Yes
42,Female,Bachelors,Khulna,3,114333,14047.82,79.06,17,7,0,5,46,1,6,1,23,No
30,Female,Bachelors,Sylhet,13,45782,5731.27,76.61,21,8,1,3,90,3,7,4,17,No
30,Male,Masters,Dhaka,3,117564,10095.99,81.73,12,3,3,3,64,1,10,1,32,Yes
31,Other,Bachelors,Dhaka,11,45243,6266.79,90.17,8,17,1,2,13,0,6,2,38,Yes
47,Female,High School,Dhaka,3,141374,16469.07,78.08,7,21,4,4,72,3,2,1,6,No
56,Male,Bachelors,Barisal,12,54379,6362.79,86.79,15,8,2,1,99,1,9,6,44,Yes
46,Female,PhD,Chittagong,10,62780,6554.89,90.68,16,28,0,5,21,2,2,4,47,No
47,Female,Bachelors,Dhaka,2,55740,2928.55,96.22,13,27,4,2,27,3,6,8,43,No
32,Male,PhD,Chittagong,1,139944,17956.81,80.75,19,11,4,1,17,0,9,5,28,No
59,Male,Masters,Dhaka,11,44984,4511.32,95.43,17,20,3,1,41,1,9,10,18,No
23,Male,High School,Barisal,10,25050,1257.46,80.87,9,18,0,2,93,2,2,5,37,No
28,Female,Bachelors,Sylhet,1,31590,3038.69,91.92,9,16,1,5,58,3,9,8,38,No
39,Female,Bachelors,Khulna,4,65205,5985.44,85.77,23,25,0,4,72,3,8,10,24,No
48,Female,Bachelors,Khulna,3,40162,4378.35,77.87,15,28,2,2,86,2,7,6,16,Yes
55,Female,Bachelors,Dhaka,5,74746,5215.61,92.86,13,13,0,2,68,0,8,6,36,Yes
48,Female,Bachelors,Khulna,12,38105,4807.04,80.44,7,9,4,2,96,3,10,3,2,No
38,Male,Masters,Dhaka,9,62499,9616.47,79.42,22,19,4,5,76,0,8,6,23,No
45,Male,Bachelors,Dhaka,12,61641,8908.84,83.96,17,7,1,2,48,0,1,10,17,No
46,Male,Masters,Rajshahi,13,36628,6247.39,91.33,16,29,1,2,59,2,9,7,48,No
28,Male,High School,Rajshahi,8,67032,7896.45,80.85,13,17,1,3,94,3,6,2,25,No
27,Female,High School,Rajshahi,12,90029,11511.45,79.59,14,8,2,3,80,1,1,3,20,No
45,Female,Masters,Chittagong,9,63516,10896.82,75.25,17,8,0,3,35,2,1,6,10,No
54,Male,Bachelors,Rajshahi,13,112157,12803.3,86.79,24,29,3,3,32,2,7,10,40,No
50,Female,Masters,Dhaka,5,26476,4110.13,85.72,24,3,0,2,72,0,10,9,16,No
43,Female,Bachelors,Barisal,8,144558,16651.69,80.85,17,16,1,3,75,1,2,9,44,Yes
47,Male,Bachelors,Barisal,4,65800,7413.06,76.34,13,12,2,1,48,2,6,8,37,No
49,Male,Masters,Sylhet,5,60788,9971.11,85.73,14,15,0,4,75,0,5,8,20,No
42,Male,Bachelors,Rajshahi,12,145754,11110.18,94.71,23,21,4,3,55,3,5,9,3,No
28,Male,Bachelors,Barisal,3,114973,11587.89,92.88,10,4,0,5,24,0,10,9,31,No
38,Female,PhD,Rajshahi,5,51240,4284.99,96.52,11,23,4,4,25,1,6,10,17,No
41,Male,Bachelors,Sylhet,12,135988,14124.6,75.24,19,27,0,1,99,1,8,9,43,No
41,Male,Masters,Barisal,3,35922,3037.43,99.16,23,7,0,4,81,0,5,5,27,Yes
43,Male,Masters,Dhaka,5,138690,18988.17,83.54,18,11,0,4,25,3,8,6,35,No
49,Other,Masters,Chittagong,11,89198,15139.19,99.76,20,24,1,1,94,1,5,5,36,Yes
28,Male,High School,Rajshahi,14,83739,14067.48,81.32,18,5,4,3,48,1,10,1,43,No
22,Male,Bachelors,Barisal,5,98602,10321.18,86.79,24,13,2,1,20,3,6,4,49,Yes
53,Male,Masters,Barisal,6,37089,7355.27,83.85,6,11,3,5,97,2,8,1,25,No
34,Male,Bachelors,Sylhet,9,57600,8010.9,83.89,13,5,4,1,45,1,2,1,48,Yes
51,Male,High School,Dhaka,1,71176,7822.96,96.06,7,8,1,2,27,0,7,3,23,Yes
44,Female,Bachelors,Khulna,12,33167,5815.2,93.66,10,21,4,2,32,3,3,7,9,Yes
40,Male,Bachelors,Barisal,10,103352,16482.69,99.8,9,29,2,4,86,1,9,1,37,No
53,Male,Masters,Chittagong,14,46164,7496.63,90.34,18,29,4,3,58,2,10,7,48,No
51,Female,Masters,Sylhet,6,110965,8812.94,86.58,19,17,1,3,51,1,7,10,7,No
50,Male,Bachelors,Barisal,1,125537,15095.65,77.25,22,11,1,2,53,2,3,10,1,Yes
50,Male,High School,Barisal,6,56415,10113.76,99.91,21,19,3,5,10,1,8,1,43,No
51,Male,Masters,Sylhet,2,98653,12391.38,88.79,13,18,2,1,16,1,10,9,34,No
37,Other,Bachelors,Sylhet,8,137854,21025.2,92.51,23,28,3,1,57,0,2,5,20,No
40,Male,PhD,Rajshahi,11,96895,13389.93,85.17,13,10,0,1,94,3,10,6,26,No
39,Female,Bachelors,Barisal,3,104900,18499.48,88.69,20,5,1,5,25,3,8,9,22,No
22,Female,Bachelors,Khulna,10,127501,11817.32,98.56,10,29,3,5,57,0,7,3,31,No
35,Male,Bachelors,Chittagong,14,119330,16267.22,79.16,12,24,1,1,87,3,5,3,25,Yes
23,Other,PhD,Dhaka,6,100829,6905.29,82.31,7,25,1,1,52,3,4,5,6,No
49,Male,Bachelors,Dhaka,6,83650,12842.92,78.8,9,25,0,5,60,3,10,7,32,No
51,Male,Bachelors,Khulna,4,83981,13419.76,94.81,11,1,1,1,75,1,10,3,16,Yes
59,Female,Bachelors,Sylhet,5,99868,5635.11,76.55,5,17,3,5,40,1,1,4,7,Yes
25,Female,Masters,Sylhet,2,25615,3877.31,77.04,8,17,2,4,48,2,4,2,41,Yes
22,Female,Masters,Sylhet,10,70612,7922.92,82.46,20,1,4,2,18,2,6,9,16,No
29,Male,Bachelors,Barisal,10,102937,7062.97,87.85,18,25,3,2,50,3,6,10,47,Yes
50,Male,Bachelors,Sylhet,8,141254,15959.74,85.16,5,1,0,5,72,3,2,9,41,Yes
24,Female,Bachelors,Sylhet,10,66936,5296.98,76.12,8,23,4,1,23,3,9,2,46,Yes
53,Male,Bachelors,Barisal,7,54372,6107.82,98.94,14,22,1,2,67,0,1,5,47,Yes
31,Male,High School,Barisal,10,132812,14297.33,98.82,15,9,3,3,83,1,4,1,17,No
31,Male,Bachelors,Khulna,6,138858,22322.64,81.98,11,27,4,1,97,3,4,8,35,No
40,Male,Bachelors,Rajshahi,7,92875,15429.54,93.29,8,25,3,5,93,3,2,6,38,No
55,Female,High School,Barisal,12,106782,15062.06,89.46,5,4,1,3,73,1,8,10,43,Yes
54,Male,Bachelors,Chittagong,1,86700,4630.04,80.94,5,9,3,5,37,2,2,10,22,No
44,Other,Masters,Sylhet,14,33109,6279.23,81.55,21,14,0,1,13,3,2,2,11,No
49,Male,Bachelors,Rajshahi,14,48758,7456.8,87.28,14,15,4,4,43,3,2,2,22,No
53,Female,Bachelors,Dhaka,5,113627,6264.18,85.48,9,16,4,4,13,3,1,10,32,No
28,Male,Bachelors,Khulna,7,133592,23088.03,82.28,11,16,4,4,79,3,5,5,27,No
50,Male,Bachelors,Rajshahi,1,38317,3066.89,95.19,12,13,3,1,67,1,4,7,43,No
29,Male,High School,Barisal,2,107298,14687.29,87.04,6,14,1,1,95,1,2,9,22,No
22,Male,Masters,Sylhet,9,94001,11279.66,91.37,13,22,3,3,13,1,1,9,6,No
24,Male,High School,Sylhet,12,145693,16459.79,79.73,8,21,3,1,59,2,1,6,46,Yes
45,Other,Bachelors,Sylhet,3,76423,14020.34,88.34,16,9,4,1,14,3,2,2,1,Yes
44,Female,Bachelors,Rajshahi,6,50622,5852.12,82.95,15,23,1,3,84,2,1,6,0,No
29,Male,Masters,Sylhet,7,140695,8624.83,88.16,9,9,2,3,54,2,9,1,3,No
58,Male,Bachelors,Barisal,9,31800,6105.47,94.52,16,21,1,5,44,1,2,2,7,Yes
24,Male,Bachelors,Rajshahi,5,139797,26293.06,94.22,8,4,3,2,92,3,3,3,48,Yes
54,Female,High School,Sylhet,4,60539,9242.18,83.86,17,10,0,2,84,3,9,5,28,No
49,Female,Bachelors,Dhaka,11,127187,15285.83,92.36,5,3,1,5,84,2,5,10,17,No
29,Female,PhD,Dhaka,12,27600,1764.44,98.53,22,21,4,4,36,0,8,1,36,Yes
55,Male,Masters,Chittagong,2,96054,16195.88,90.64,8,9,0,1,11,0,7,10,30,No
56,Male,High School,Sylhet,3,110163,6755.38,78.71,8,19,2,3,63,3,6,5,5,No
53,Male,Bachelors,Sylhet,5,140693,8482.4,91.99,12,16,2,3,81,3,2,5,43,No
45,Female,Masters,Rajshahi,11,54369,7101.0,77.62,24,16,0,4,93,2,4,4,23,No
35,Female,Bachelors,Rajshahi,13,121981,9028.94,96.8,10,17,2,3,96,2,9,3,47,Yes
53,Female,Bachelors,Sylhet,2,41689,2132.79,87.92,8,18,0,4,88,1,7,7,40,No
37,Female,Masters,Chittagong,13,106459,12079.58,84.63,8,10,3,5,57,2,3,7,14,No
25,Male,Masters,Sylhet,4,63469,4479.81,76.43,15,21,0,4,86,2,6,1,39,No
58,Female,Bachelors,Barisal,1,120939,8958.84,84.52,13,19,3,2,58,0,8,7,11,No
42,Male,Bachelors,Rajshahi,4,25958,1597.37,97.58,18,22,4,4,87,0,8,3,45,Yes
35,Female,Bachelors,Sylhet,7,148833,12020.36,75.52,8,15,4,5,10,0,8,3,48,No
52,Male,Masters,Rajshahi,14,144958,22805.17,86.87,17,15,2,4,42,0,8,6,13,No
39,Male,Bachelors,Sylhet,12,130899,22428.12,98.28,10,11,0,5,44,2,10,6,26,No
28,Female,Bachelors,Khulna,3,85012,10021.22,84.87,17,8,3,2,63,3,6,4,36,No
