Age,Gender,Educational Qualification,Location,Tenure,Monthly Salary,Incentive Earnings,Attendance %,Leave Utilization,Distance from Workplace,Number of Transfers,Performance Rating,Training Hours,Promotion History,Manager Effectiveness Score,Employee Engagement Score,Overtime Hours,Previous Attrition Label
26,Male,Bachelors,Chittagong,4,68728,9282.42,80.89,5,29,0,3,99,1,7,6,40,No
22,Male,Masters,Rajshahi,9,136576,26713.91,98.24,20,26,4,5,61,3,4,6,6,No
39,Female,Bachelors,Barisal,5,105652,19010.07,76.31,11,21,3,5,55,1,10,9,38,No
45,Female,Masters,Barisal,9,28562,5369.46,77.5,23,12,3,3,66,0,8,8,21,No
31,Female,Bachelors,Dhaka,14,61897,8469.72,88.34,19,12,1,2,81,1,5,10,41,Yes
28,Female,Bachelors,Rajshahi,4,92208,7093.17,89.14,21,9,0,1,14,2,9,3,47,Yes
22,Male,Masters,Chittagong,9,141940,15948.66,84.92,12,13,4,2,33,0,9,3,8,No
40,Female,Bachelors,Chittagong,4,96374,16327.07,95.04,6,28,4,4,33,2,3,9,18,No
53,Male,Bachelors,Dhaka,9,124523,6985.79,76.39,21,7,1,3,55,3,3,10,25,No
28,Male,Bachelors,Sylhet,11,101584,8520.52,89.53,11,26,1,4,62,3,1,7,29,Yes
32,Female,Bachelors,Chittagong,12,100653,19023.26,87.34,13,2,1,5,60,2,4,10,48,Yes
57,Male,Bachelors,Sylhet,3,83089,10445.19,94.0,22,3,4,4,29,3,6,1,31,No
35,Male,Bachelors,Khulna,12,112206,5724.99,90.98,21,9,2,3,61,3,7,2,21,No
56,Male,Bachelors,Sylhet,1,33886,3275.9,90.69,12,9,3,5,13,2,6,10,9,No
41,Male,High School,Rajshahi,11,99599,12389.11,86.79,8,25,1,4,98,3,3,6,44,Yes
42,Male,Bachelors,Dhaka,1,122018,7469.56,87.34,15,10,4,5,73,2,5,10,9,No
58,Female,Bachelors,Barisal,10,63070,6192.56,94.39,24,5,0,5,74,3,5,3,7,No
56,Male,Masters,Barisal,10,31329,2021.94,93.71,11,1,1,3,95,2,3,9,36,No
50,Female,High School,Rajshahi,7,75675,11503.59,86.8,12,28,0,3,96,2,4,7,6,No
45,Male,Bachelors,Chittagong,3,82134,14243.07,98.3,16,17,1,1,76,0,1,10,29,Yes
57,Male,Masters,Barisal,14,138743,24805.64,85.62,10,1,1,5,86,3,7,2,31,No
52,Female,PhD,Barisal,10,83141,14801.24,81.77,8,28,0,1,68,2,7,7,2,Yes
29,Male,High School,Barisal,7,105519,18443.42,82.63,14,15,4,4,70,2,8,8,23,No
22,Female,Masters,Barisal,3,52635,10344.24,76.76,13,19,2,5,96,0,2,7,2,No
33,Female,Bachelors,Sylhet,13,134933,24839.52,98.95,20,21,0,4,86,0,9,2,9,No
28,Male,Bachelors,Chittagong,13,44549,4040.25,97.54,11,17,3,1,35,2,10,2,26,No
35,Male,High School,Khulna,12,88265,14286.38,92.87,15,17,0,2,91,3,6,10,28,No
27,Male,Masters,Sylhet,8,25424,3959.29,83.38,5,20,1,3,42,3,8,9,40,No
35,Female,Masters,Barisal,3,67900,8160.14,85.54,11,17,4,3,88,2,7,8,0,No
37,Male,PhD,Barisal,6,143381,27202.14,77.15,21,23,1,4,57,3,10,3,16,No
22,Female,Bachelors,Dhaka,14,148814,12158.11,76.1,18,21,2,1,83,1,5,7,46,Yes
30,Female,Masters,Barisal,4,110717,12142.37,84.99,11,21,0,4,69,0,3,3,38,No
22,Male,Masters,Dhaka,9,85667,17099.8,99.99,23,16,4,3,63,2,1,9,43,Yes
26,Male,Masters,Chittagong,13,132738,12090.83,83.23,19,12,3,5,64,2,10,2,11,No
48,Male,Bachelors,Khulna,2,82135,5684.91,79.42,7,25,2,3,61,2,9,3,31,No
27,Female,High School,Barisal,11,107013,6818.04,96.29,13,10,3,5,22,1,8,9,49,Yes
37,Female,Bachelors,Khulna,7,94203,17679.92,100.0,18,16,2,5,19,0,6,9,37,No
40,Male,Bachelors,Chittagong,4,23352,1965.96,84.17,10,7,0,5,36,0,10,1,20,No
39,Male,High School,Barisal,10,112815,15541.71,80.55,9,3,2,2,30,1,7,7,43,Yes
32,Female,High School,Khulna,11,98045,16598.64,86.13,12,20,3,3,84,1,7,10,43,Yes
58,Male,Bachelors,Barisal,6,136164,13187.17,84.53,20,12,1,2,34,1,10,3,4,No
42,Female,Masters,Khulna,6,34071,2092.05,92.66,12,7,0,5,22,2,6,4,26,No
31,Female,Masters,Rajshahi,11,109087,7756.85,97.03,7,8,0,2,81,0,10,9,41,Yes
45,Male,High School,Khulna,9,61278,7519.98,84.02,14,18,3,5,21,2,2,1,38,No
23,Female,Bachelors,Barisal,11,148808,9034.49,96.6,12,23,0,2,75,2,5,3,39,No
48,Male,High School,Chittagong,12,134043,24227.19,94.5,5,20,3,1,28,0,6,7,21,No
32,Male,High School,Rajshahi,5,38640,5025.76,81.35,5,5,0,4,24,0,8,9,31,No
55,Female,Bachelors,Rajshahi,10,60396,6054.51,88.86,16,8,1,4,39,1,3,3,4,No
59,Male,Bachelors,Dhaka,7,91905,14095.8,89.02,20,16,3,4,69,3,7,5,20,No
42,Other,Masters,Dhaka,11,117596,7403.07,85.73,8,18,4,4,94,2,10,8,34,No
55,Other,Bachelors,Khulna,12,84070,9493.74,99.15,7,13,3,3,24,2,6,8,6,No
52,Male,High School,Khulna,2,99057,11500.31,88.71,5,1,1,3,96,2,5,10,5,No
39,Female,Bachelors,Khulna,10,55669,7943.06,76.8,16,9,2,5,31,0,5,5,41,Yes
43,Male,Masters,Chittagong,2,92549,10828.33,95.9,12,2,3,3,85,3,1,9,1,No
52,Male,Bachelors,Sylhet,12,94391,16772.11,94.72,14,29,4,1,44,1,3,7,28,Yes
23,Female,High School,Sylhet,10,74488,9013.28,83.19,11,9,1,1,53,1,4,9,40,No
50,Male,Bachelors,Chittagong,10,119842,10906.84,79.23,23,15,1,4,65,3,5,3,9,No
25,Male,Bachelors,Sylhet,3,112796,6540.01,76.38,22,25,0,5,71,0,4,8,45,Yes
49,Female,Bachelors,Sylhet,13,143261,16963.1,95.59,14,25,0,4,26,1,6,8,42,Yes
34,Female,Bachelors,Dhaka,2,111382,21166.97,85.44,9,12,4,3,29,2,8,3,38,No
22,Male,High School,Khulna,9,64146,4151.27,86.68,16,1,0,2,17,0,2,1,29,Yes
22,Male,Bachelors,Khulna,13,84680,12160.44,91.16,14,28,2,2,21,1,7,1,20,Yes
23,Male,Bachelors,Barisal,8,111742,16459.49,79.12,20,10,2,1,85,0,9,2,6,No
34,Female,Bachelors,Barisal,2,68494,7942.7,93.61,23,26,2,2,54,3,6,7,5,Yes
43,Female,Bachelors,Sylhet,2,30826,5578.23,94.16,6,20,3,4,72,2,8,5,4,No
25,Male,High School,Chittagong,3,121546,19060.02,80.86,16,26,2,1,95,0,3,6,47,Yes
59,Female,Bachelors,Rajshahi,11,50482,2541.15,99.25,13,18,1,1,35,1,6,1,19,No
46,Female,Bachelors,Rajshahi,2,92314,8855.01,97.48,12,5,3,4,33,3,8,1,39,No
26,Male,Masters,Barisal,3,105493,9722.44,80.09,18,9,3,4,48,3,10,6,17,No
33,Female,Masters,Chittagong,3,136586,9724.77,94.94,9,21,2,1,52,1,10,5,9,No
32,Female,PhD,Chittagong,2,26223,3794.49,79.35,6,29,0,5,34,1,7,6,5,No
49,Male,High School,Rajshahi,8,128921,21433.39,89.95,24,19,4,5,16,2,5,9,22,No
26,Male,High School,Rajshahi,8,147746,22543.03,99.6,9,7,1,3,79,0,4,7,27,No
26,Female,Bachelors,Dhaka,4,95884,7931.88,92.46,12,18,2,1,14,0,9,2,0,No
29,Female,Masters,Dhaka,13,124896,24968.7,89.27,8,3,1,3,61,1,4,2,0,No
59,Other,Bachelors,Rajshahi,7,89230,14446.44,98.6,24,20,1,3,91,0,8,3,11,No
51,Female,Bachelors,Sylhet,2,89206,4615.3,78.7,17,23,1,5,87,2,6,10,13,No
32,Female,Bachelors,Chittagong,12,116326,7009.73,93.95,17,3,4,4,50,2,5,3,6,No
24,Female,Bachelors,Rajshahi,3,24041,3315.53,81.86,13,25,3,2,14,3,6,3,37,No
57,Female,High School,Rajshahi,12,143775,18531.11,78.96,17,11,4,3,53,2,2,7,24,No
59,Female,High School,Rajshahi,6,125062,10550.47,90.37,20,9,2,5,84,1,9,10,38,No
47,Male,Bachelors,Chittagong,8,27081,2297.19,88.83,9,20,2,2,10,3,1,4,36,Yes
22,Female,High School,Rajshahi,13,96741,9099.41,84.03,14,22,0,2,76,3,3,7,10,No
49,Male,High School,Barisal,5,21864,2714.56,85.82,7,21,4,2,51,0,7,6,19,Yes
57,Male,Bachelors,Barisal,14,146667,12133.32,87.48,11,12,3,1,69,2,1,4,6,Yes
57,Male,Bachelors,Rajshahi,5,116316,20008.75,78.98,14,1,4,4,16,3,8,4,31,No
42,Female,Bachelors,Khulna,4,145549,17899.62,81.54,22,20,0,1,51,3,9,2,1,No
45,Female,High School,Sylhet,2,63664,10848.75,98.33,19,6,2,1,31,3,2,3,21,Yes
38,Male,Bachelors,Barisal,5,106993,19834.94,82.39,7,2,4,4,48,2,3,4,17,No
55,Male,Bachelors,Dhaka,4,20841,3376.31,90.38,19,20,2,3,14,1,5,8,18,No
42,Male,Bachelors,Khulna,2,64397,12580.86,82.72,20,3,0,2,20,3,6,7,42,Yes
46,Female,PhD,Chittagong,12,41658,5286.98,89.4,11,26,4,1,56,3,9,5,27,Yes
34,Female,Bachelors,Sylhet,5,25566,3974.57,93.68,5,26,2,5,71,3,9,4,25,No
25,Male,High School,Chittagong,10,136287,10542.12,75.92,10,25,1,5,55,2,6,4,16,No
24,Male,Masters,Rajshahi,12,120772,21135.71,96.26,15,17,0,3,86,2,4,4,1,No
36,Male,Bachelors,Rajshahi,12,108631,6749.97,91.38,11,9,4,4,55,3,10,1,42,Yes
58,Male,Bachelors,Chittagong,12,16650,1056.79,93.24,7,7,1,3,42,2,2,5,5,Yes
53,Female,Bachelors,Dhaka,3,47101,6311.11,82.78,24,19,2,2,29,3,10,10,19,No
42,Female,High School,Dhaka,11,96903,6503.58,97.51,24,1,4,4,85,2,9,3,33,No
47,Male,Bachelors,Sylhet,12,36486,3626.8,91.63,14,21,0,4,48,3,4,5,15,No
33,Male,Masters,Chittagong,12,49426,4115.22,93.16,7,2,1,5,47,0,10,5,13,No
27,Female,Bachelors,Barisal,7,98064,7442.98,76.3,6,10,3,2,95,3,1,3,33,Yes
39,Male,Bachelors,Dhaka,4,66139,9594.92,93.76,18,4,4,5,12,2,1,1,47,Yes
38,Male,Masters,Chittagong,10,101670,8141.71,78.01,24,6,3,3,69,2,6,1,25,No
37,Male,High School,Sylhet,13,126406,22504.03,76.21,13,29,1,3,52,2,8,8,46,Yes
45,Female,Bachelors,Khulna,13,84915,16321.81,90.23,8,8,4,5,99,0,6,4,9,No
35,Male,Bachelors,Barisal,10,62611,4922.98,80.58,15,9,1,5,80,2,10,4,16,No
47,Male,Masters,Sylhet,2,97041,15593.17,79.35,6,23,4,3,75,0,4,1,9,No
27,Male,Bachelors,Khulna,1,122333,9093.77,98.06,20,1,3,2,80,0,6,3,45,Yes
44,Female,Bachelors,Chittagong,1,27439,3469.82,79.0,15,23,4,3,23,3,8,8,36,No
22,Female,Bachelors,Barisal,4,142441,26588.0,78.51,21,19,3,3,50,3,3,3,22,No
30,Female,Masters,Rajshahi,13,127219,21305.98,93.42,18,5,0,5,91,2,3,8,16,No
33,Female,Bachelors,Chittagong,8,120328,11723.31,91.79,13,26,4,5,76,2,2,8,27,Yes
57,Male,Masters,Dhaka,6,60089,3283.59,94.52,9,14,1,4,55,3,3,2,14,No
35,Male,Bachelors,Dhaka,1,22340,4158.57,78.56,6,6,1,5,80,1,1,10,35,No
32,Male,Bachelors,Chittagong,8,69734,10793.37,91.63,9,26,3,2,56,2,3,6,9,Yes
54,Female,Bachelors,Barisal,4,50590,6550.85,99.87,19,27,3,2,97,1,4,6,14,Yes
43,Female,Masters,Barisal,14,40067,5922.34,97.08,15,16,2,4,47,2,3,3,23,No
24,Male,Masters,Chittagong,2,76274,13586.34,93.49,8,26,1,1,57,3,9,9,13,Yes
37,Female,Bachelors,Dhaka,7,45869,7608.56,75.63,17,24,4,5,89,0,4,7,44,Yes
23,Other,Bachelors,Dhaka,5,92818,10003.51,79.36,20,13,3,4,79,2,8,7,35,No
28,Male,High School,Barisal,9,127648,7696.83,86.6,18,13,2,5,82,1,2,10,43,Yes
48,Male,Masters,Chittagong,6,142957,14446.81,95.57,6,7,0,1,23,0,6,4,29,No
56,Other,High School,Dhaka,2,32760,5384.31,94.64,23,1,1,3,65,0,1,9,7,Yes
42,Female,Bachelors,Rajshahi,5,126928,20597.02,89.15,10,1,4,2,55,2,2,4,12,Yes
55,Male,High School,Sylhet,14,85389,11418.61,84.11,20,19,1,2,86,1,5,1,32,No
22,Male,Bachelors,Barisal,8,109850,11498.98,81.0,22,20,1,1,77,2,8,1,24,No
25,Male,Bachelors,Chittagong,4,87525,16831.64,89.66,16,13,0,4,61,0,5,3,25,No
28,Female,High School,Barisal,12,90296,17342.91,98.13,21,2,3,2,34,0,7,6,2,No
57,Male,Bachelors,Rajshahi,11,24341,4745.48,96.53,24,26,0,3,61,3,9,1,36,No
23,Female,Bachelors,Barisal,9,31036,3733.13,88.87,17,17,1,2,72,3,2,1,18,Yes
57,Male,Bachelors,Barisal,13,89147,14792.23,78.62,12,13,2,3,95,0,4,10,18,No
34,Male,Bachelors,Dhaka,5,39197,2746.93,98.32,14,2,4,1,18,3,4,8,4,No
58,Male,High School,Rajshahi,4,44099,5928.25,78.3,21,24,3,3,20,3,9,6,29,No
37,Male,Masters,Khulna,5,75797,5143.45,97.17,13,18,0,3,97,2,9,9,32,No
39,Male,Bachelors,Chittagong,1,57827,10998.17,94.63,14,23,1,2,57,3,3,4,39,No
29,Female,Masters,Khulna,10,88899,7285.25,93.94,17,7,1,5,89,1,7,3,3,No
55,Male,Bachelors,Sylhet,3,50273,3971.16,95.71,20,15,3,1,64,0,6,9,33,No
33,Female,Bachelors,Khulna,10,121016,16345.76,84.1,18,9,0,5,16,2,2,10,25,No
24,Male,Masters,Chittagong,10,74551,5342.77,77.35,5,25,0,3,98,0,5,1,31,No
48,Male,Bachelors,Khulna,7,34865,5773.9,95.81,9,2,0,5,78,2,7,5,24,No
38,Female,Masters,Barisal,11,149360,25573.88,83.34,8,1,1,1,42,0,3,3,28,No
49,Male,Bachelors,Dhaka,5,32041,4631.69,86.4,23,15,3,3,87,3,3,4,2,No
34,Male,Bachelors,Barisal,10,50181,8896.41,86.61,23,16,4,3,68,3,1,1,31,No
47,Female,Bachelors,Sylhet,7,86879,4941.85,83.74,7,3,0,4,15,1,5,8,38,No
37,Male,Bachelors,Rajshahi,1,107763,5587.08,78.47,13,7,2,3,10,1,1,8,14,No
37,Male,Bachelors,Sylhet,1,117131,10093.56,77.34,5,22,0,1,79,3,10,10,35,No
48,Female,Bachelors,Dhaka,7,38170,2283.86,96.42,18,10,1,2,13,0,2,1,42,Yes
52,Other,Bachelors,Chittagong,14,15179,2077.45,98.57,13,5,0,4,26,3,8,3,0,No
23,Female,Masters,Sylhet,4,130117,23209.3,75.51,23,5,1,5,19,3,3,5,31,No
25,Female,High School,Chittagong,7,59948,6424.14,76.25,16,28,3,2,65,3,2,7,6,Yes
59,Male,Bachelors,Rajshahi,3,115559,21489.44,90.87,13,1,2,1,10,2,5,5,2,No
30,Male,Bachelors,Dhaka,3,131464,12980.32,81.38,15,18,3,2,35,2,6,2,15,No
47,Other,Masters,Chittagong,14,77392,14541.24,86.64,21,23,3,2,56,3,2,9,1,Yes
27,Male,Bachelors,Sylhet,3,88397,8025.48,87.63,19,2,3,1,66,3,7,8,45,Yes
32,Male,Bachelors,Chittagong,1,74837,14754.67,80.73,11,18,1,3,21,2,7,8,22,No
41,Male,Bachelors,Dhaka,5,25451,2413.41,90.32,22,22,3,5,42,3,4,1,0,No
32,Female,PhD,Rajshahi,10,59243,5919.25,76.12,6,1,1,5,24,1,6,7,35,No
48,Male,Bachelors,Barisal,11,112437,14946.9,84.25,19,15,1,5,13,0,9,6,41,Yes
57,Male,High School,Rajshahi,8,127431,23412.44,95.82,12,29,3,4,89,3,2,1,7,Yes
49,Female,High School,Sylhet,10,122376,18625.29,91.36,24,9,2,3,33,1,5,7,23,No
22,Female,Masters,Dhaka,5,84102,12537.53,96.18,20,18,1,5,83,3,3,5,36,No
23,Female,PhD,Barisal,10,57253,4774.09,94.19,16,12,2,2,99,3,1,10,45,Yes
32,Female,Bachelors,Rajshahi,7,44368,4056.68,82.99,12,19,3,1,35,1,10,2,40,No
29,Male,Bachelors,Chittagong,2,116170,12273.07,85.83,6,17,0,1,31,2,4,9,26,No
44,Female,Masters,Rajshahi,10,144485,15327.64,98.18,14,24,0,3,93,2,3,9,45,Yes
29,Male,Bachelors,Rajshahi,1,71210,9226.31,93.8,19,27,1,3,73,3,8,10,47,Yes
51,Female,PhD,Chittagong,8,146818,28570.41,91.97,8,19,3,5,61,1,1,4,21,No
24,Male,Masters,Sylhet,11,37727,2839.69,90.13,18,17,2,3,34,1,5,6,2,No
25,Male,High School,Barisal,9,45905,5259.79,96.09,23,15,2,3,92,0,5,2,12,No
52,Other,Bachelors,Sylhet,3,41089,7264.04,96.29,6,22,3,2,66,0,5,2,23,No
27,Male,Masters,Khulna,3,137937,18151.18,87.49,22,8,4,4,45,2,8,2,10,No
49,Female,High School,Dhaka,2,16401,1758.19,82.31,5,13,1,1,53,0,9,9,21,Yes
36,Male,Bachelors,Barisal,13,102257,6631.6,76.11,24,1,3,4,75,0,3,5,5,No
38,Male,Bachelors,Barisal,4,53850,10746.24,92.22,9,10,2,2,44,1,10,5,3,No
57,Male,High School,Barisal,12,149922,18744.67,92.74,7,21,3,2,76,3,2,1,25,Yes
38,Male,High School,Khulna,2,139200,26390.44,89.3,20,3,0,5,39,2,1,7,35,No
49,Female,Masters,Sylhet,6,141990,9447.49,75.81,8,6,4,3,33,3,4,5,8,No
53,Male,Bachelors,Rajshahi,5,17598,1017.39,95.47,23,19,0,5,23,3,4,5,38,No
40,Female,Masters,Sylhet,3,82859,13979.9,92.76,17,22,4,5,93,2,3,2,38,No
29,Male,Bachelors,Chittagong,6,125306,20876.61,88.02,11,21,4,5,78,0,5,9,45,Yes
54,Male,Masters,Khulna,12,81663,9681.17,97.74,23,6,1,4,73,0,9,1,19,No
26,Male,Masters,Dhaka,5,99492,19352.72,75.78,11,3,1,2,16,1,9,6,16,No
22,Female,Bachelors,Khulna,2,52085,4002.0,77.95,7,16,4,3,61,0,1,5,5,No
23,Male,High School,Barisal,12,36423,2869.64,75.53,20,27,2,4,91,2,5,1,15,No
37,Female,Bachelors,Sylhet,12,130243,6877.99,90.85,24,6,0,3,35,3,7,8,4,No
44,Female,Bachelors,Dhaka,5,16539,3180.75,86.28,17,6,3,3,62,0,4,10,37,No
42,Female,Bachelors,Barisal,8,131616,9627.01,76.69,17,8,2,3,84,2,6,7,2,No
42,Other,Bachelors,Sylhet,11,35137,6210.42,77.37,22,17,4,2,43,1,6,9,19,No
31,Male,Bachelors,Dhaka,1,22916,3301.57,89.91,19,16,3,3,95,2,8,3,48,Yes
28,Female,Masters,Chittagong,12,118720,12929.67,85.65,6,20,1,4,43,2,8,1,30,No
30,Female,Bachelors,Sylhet,6,70682,12068.88,79.43,20,2,4,5,59,0,4,10,13,No
41,Female,Bachelors,Dhaka,2,24440,3487.17,83.34,23,6,3,5,25,2,9,8,36,No
57,Male,Bachelors,Barisal,6,90534,7896.37,89.44,16,24,1,3,48,2,6,2,32,No
31,Female,High School,Chittagong,3,101994,11344.52,97.29,9,17,3,5,80,1,7,8,49,Yes
39,Male,High School,Sylhet,2,140519,13762.84,91.75,16,28,0,5,97,3,1,10,41,Yes
33,Male,Bachelors,Barisal,11,19730,3858.01,95.49,19,7,2,3,35,3,1,5,14,Yes
57,Female,High School,Barisal,7,132518,7117.88,91.36,14,11,2,3,17,2,8,3,43,Yes
24,Female,Bachelors,Barisal,10,139113,25896.69,96.16,8,27,3,1,61,1,9,2,12,Yes
36,Male,Bachelors,Rajshahi,7,81621,8892.79,81.66,15,13,2,2,76,2,8,6,44,Yes
46,Female,Masters,Sylhet,1,119739,11251.02,80.84,15,12,2,1,99,3,2,5,14,Yes
33,Female,Bachelors,Khulna,10,133745,21397.64,92.04,9,25,1,4,82,0,5,2,15,No
37,Male,Bachelors,Chittagong,2,66570,5619.33,75.51,9,9,0,2,28,2,10,9,34,No
34,Female,High School,Sylhet,14,135092,12735.13,87.58,6,20,1,3,30,2,3,1,18,No
38,Male,Bachelors,Sylhet,3,109260,13571.75,79.05,9,25,0,2,36,0,5,9,18,No
54,Female,Masters,Rajshahi,12,119144,9282.07,79.58,24,5,2,1,22,2,9,8,22,No
29,Female,Bachelors,Sylhet,4,31614,2656.3,88.41,22,17,3,5,51,3,6,10,24,No
35,Other,Masters,Sylhet,9,119215,17220.77,95.75,22,22,1,1,34,3,5,10,30,No
46,Male,Bachelors,Dhaka,3,64637,4707.37,82.06,18,1,1,4,93,3,4,7,12,No
34,Female,Bachelors,Khulna,5,70138,8195.44,89.41,5,26,2,3,95,2,6,1,0,No
24,Male,Masters,Chittagong,8,87199,12106.01,76.13,10,3,0,5,69,3,1,4,48,Yes
26,Male,PhD,Dhaka,9,132891,15012.76,95.77,24,3,0,5,65,3,9,9,44,Yes
45,Female,High School,Dhaka,6,144534,25971.55,83.64,21,13,4,1,93,1,1,9,31,Yes
51,Female,Masters,Sylhet,12,95881,17635.07,87.83,5,16,0,3,85,0,1,3,48,Yes
25,Female,Masters,Rajshahi,9,49911,7204.31,82.93,15,25,0,4,29,1,2,10,39,No
28,Male,Masters,Sylhet,11,52181,6699.35,87.76,19,17,1,4,75,1,10,1,22,No
36,Female,Bachelors,Sylhet,4,105625,10449.84,96.79,13,27,0,1,36,0,1,4,48,Yes
48,Male,PhD,Chittagong,10,86523,13561.49,76.28,13,2,2,5,10,0,8,8,38,No
43,Male,High School,Sylhet,8,94596,15076.69,94.01,10,11,0,4,88,2,7,6,47,Yes
49,Female,Masters,Khulna,9,93570,6647.26,83.56,6,9,1,4,82,1,5,5,13,No
44,Male,Bachelors,Chittagong,2,78773,5624.83,97.01,10,1,4,4,35,3,7,10,24,No
39,Other,Bachelors,Chittagong,5,66496,5644.79,92.9,11,21,4,3,89,2,8,8,38,No
57,Female,High School,Chittagong,11,35671,5673.23,96.37,14,19,0,5,52,1,8,8,16,No
24,Male,Bachelors,Barisal,8,49345,9090.04,86.13,12,18,2,1,76,3,8,7,27,No
49,Male,High School,Dhaka,1,60765,7563.66,92.37,9,7,0,3,90,2,10,9,48,Yes
41,Male,High School,Sylhet,9,140944,9039.92,88.46,12,25,2,4,84,2,4,9,36,No
55,Male,Bachelors,Barisal,10,44908,7105.35,78.79,21,4,4,1,48,0,1,8,49,Yes
43,Female,Bachelors,Rajshahi,3,29183,5830.16,93.26,21,1,4,4,87,2,1,2,31,No
42,Other,Bachelors,Rajshahi,7,102089,16755.52,87.88,10,9,4,3,91,1,3,5,40,No
46,Female,High School,Sylhet,5,52205,4098.89,94.38,9,24,1,2,30,0,1,3,42,Yes
57,Other,Bachelors,Khulna,1,98840,18913.3,91.68,9,13,2,2,19,2,2,2,12,Yes
29,Male,Bachelors,Khulna,9,98544,7044.47,80.68,12,20,3,1,19,1,1,6,34,Yes
31,Male,Bachelors,Dhaka,7,75987,9434.82,87.5,22,9,3,2,52,3,7,7,24,No
58,Male,Bachelors,Dhaka,9,47547,4810.0,97.66,13,27,3,5,84,1,10,10,18,No
57,Male,High School,Chittagong,10,149366,23701.68,78.41,6,2,3,1,76,3,10,4,25,No
45,Female,Bachelors,Rajshahi,9,66920,10873.13,92.29,24,27,4,1,98,2,6,5,34,Yes
45,Female,Bachelors,Rajshahi,9,59450,8128.85,91.09,17,15,1,2,63,0,6,2,19,No
54,Male,Bachelors,Dhaka,12,90037,14782.81,84.66,18,17,2,3,72,2,4,7,31,No
32,Male,Bachelors,Sylhet,4,43329,2399.39,79.83,12,4,1,1,55,0,4,8,20,No
36,Female,Bachelors,Sylhet,7,129392,15056.33,98.19,22,1,2,4,46,0,8,6,23,No
56,Male,Bachelors,Khulna,2,96624,8332.33,83.55,11,15,2,3,25,0,9,2,36,No
58,Female,Masters,Khulna,14,147593,14195.32,85.0,9,17,4,5,89,0,10,1,32,No
49,Male,Bachelors,Chittagong,5,88262,4785.56,90.86,17,29,3,3,61,2,3,10,1,No
56,Female,Bachelors,Khulna,9,141713,12190.8,76.66,21,7,3,5,70,1,8,4,4,No
45,Male,Bachelors,Sylhet,5,123334,7898.9,98.28,16,1,0,4,67,0,3,5,40,No
25,Male,Bachelors,Sylhet,6,136772,9335.86,88.02,11,29,4,3,99,2,10,8,25,No
46,Male,Bachelors,Rajshahi,14,97134,5146.84,97.1,5,23,1,5,83,0,3,1,35,No
38,Male,Masters,Barisal,8,98219,18560.25,81.58,6,28,3,3,17,3,4,9,39,No
47,Female,PhD,Chittagong,14,119696,8810.3,84.17,18,28,2,1,81,3,2,9,3,Yes
58,Male,PhD,Barisal,6,89623,16541.48,87.74,15,23,0,4,59,2,8,3,18,No
54,Female,Bachelors,Sylhet,13,124876,16169.95,93.07,8,2,2,1,70,3,8,1,13,No
24,Female,Bachelors,Dhaka,5,120292,11626.39,94.4,21,10,0,3,22,1,8,6,39,No
49,Male,Bachelors,Dhaka,1,52967,5546.4,83.53,23,24,4,1,42,0,5,5,36,No
34,Male,Bachelors,Chittagong,3,121179,22459.06,77.75,10,7,1,4,96,3,5,5,46,Yes
23,Male,Bachelors,Rajshahi,4,42360,5815.57,87.08,9,27,3,2,23,1,1,1,35,Yes
43,Male,Masters,Chittagong,6,58681,6016.59,82.96,24,18,0,5,40,1,8,10,6,No
32,Male,Bachelors,Barisal,10,84073,9829.35,84.11,19,14,3,1,20,2,10,5,47,Yes
27,Male,Bachelors,Khulna,12,40854,4497.24,82.38,6,16,4,2,57,3,7,6,45,Yes
27,Female,Bachelors,Khulna,7,133911,22852.55,77.63,18,12,0,5,53,3,6,10,39,No
31,Male,Masters,Rajshahi,9,58928,7840.83,95.04,18,9,2,1,67,2,8,7,31,No
34,Male,Masters,Khulna,9,32925,3192.84,97.54,18,10,3,3,99,2,9,5,43,Yes
31,Female,High School,Rajshahi,14,140101,10738.59,84.02,13,15,3,3,40,1,4,4,39,No
23,Female,Bachelors,Barisal,5,148081,14452.93,93.87,21,13,3,2,57,2,9,7,34,No
36,Female,Bachelors,Khulna,10,63565,4515.69,98.07,16,5,0,1,87,1,6,9,29,No
37,Female,Bachelors,Barisal,8,40020,3109.22,97.55,11,4,3,3,34,0,4,9,21,No
37,Male,Masters,Sylhet,8,44185,4680.13,87.79,11,3,0,5,54,1,9,3,35,No
48,Male,Bachelors,Khulna,13,111003,18869.87,76.14,21,5,3,1,60,0,7,1,26,No
59,Female,Bachelors,Dhaka,1,101614,19986.51,95.04,15,26,4,3,73,1,3,1,18,No
50,Other,Bachelors,Barisal,10,91309,4982.75,83.96,6,29,4,4,82,1,1,8,28,Yes
40,Male,Bachelors,Barisal,10,107903,20456.87,87.57,10,7,2,4,43,2,10,9,18,No
44,Female,High School,Chittagong,9,92743,16160.29,78.94,24,24,2,4,96,1,8,2,6,No
49,Female,Masters,Khulna,10,17475,2929.52,91.36,16,12,0,5,56,2,1,3,22,Yes
40,Male,Bachelors,Rajshahi,7,60432,8356.07,79.86,12,5,0,5,25,0,8,1,0,No
48,Other,Masters,Khulna,2,71189,10405.09,76.93,12,15,0,4,94,3,2,9,30,No
31,Other,High School,Sylhet,2,18044,3273.94,87.78,18,24,1,1,82,3,1,1,9,Yes
