Age,Gender,Educational Qualification,Location,Tenure,Monthly Salary,Incentive Earnings,Attendance %,Leave Utilization,Distance from Workplace,Number of Transfers,Performance Rating,Training Hours,Promotion History,Manager Effectiveness Score,Employee Engagement Score,Overtime Hours,Previous Attrition Label
48,Female,High School,Chittagong,2,24574,4868.65,98.61,13,24,4,5,86,3,10,2,45,Yes
52,Female,High School,Sylhet,14,50487,9077.2,84.48,20,18,0,3,75,3,10,5,4,No
32,Male,Bachelors,Chittagong,8,18319,2513.77,87.19,24,26,1,5,87,3,5,9,49,Yes
57,Female,Bachelors,Khulna,12,16648,2834.17,79.96,14,4,1,3,74,2,9,4,6,No
42,Male,High School,Khulna,9,37609,3938.45,77.12,5,21,0,1,77,3,6,8,9,No
53,Female,High School,Barisal,8,119843,13770.13,98.61,8,25,4,1,49,0,1,4,7,Yes
23,Female,PhD,Rajshahi,7,125754,18826.11,99.98,17,6,0,1,77,2,5,7,23,No
55,Male,Bachelors,Barisal,6,20325,2978.82,75.92,21,7,4,5,67,3,9,2,38,No
38,Male,Bachelors,Sylhet,4,43592,6552.39,75.05,15,4,1,3,23,1,8,7,30,No
54,Female,Bachelors,Barisal,8,59699,3909.22,88.6,9,5,3,5,54,1,7,9,24,No
34,Female,Masters,Barisal,5,46421,3721.28,79.36,6,22,2,3,86,0,7,9,43,Yes
48,Female,Bachelors,Khulna,7,133010,15210.66,78.67,6,25,4,3,75,0,4,7,45,Yes
23,Female,Masters,Khulna,1,123634,18465.52,83.44,5,23,4,3,10,3,6,6,44,Yes
24,Female,Bachelors,Rajshahi,8,34511,5139.06,88.99,16,24,1,5,18,3,1,1,2,No
26,Male,Bachelors,Rajshahi,13,141144,13695.39,77.39,11,29,1,1,86,0,4,5,20,Yes
51,Male,PhD,Dhaka,4,98549,12089.19,81.85,7,22,2,3,44,3,6,8,32,No
27,Male,Bachelors,Khulna,6,137684,15105.51,83.57,24,10,3,3,20,2,7,7,16,No
25,Female,Bachelors,Rajshahi,13,142201,25754.65,83.38,8,24,0,5,20,1,7,2,43,Yes
43,Male,Bachelors,Chittagong,14,137663,16402.7,90.93,20,21,0,3,71,0,6,6,2,No
56,Female,Bachelors,Sylhet,10,121908,8784.94,88.92,20,1,1,4,61,1,9,7,47,Yes
25,Male,Masters,Dhaka,6,111608,7637.41,78.68,7,4,0,5,99,1,10,5,27,No
27,Female,High School,Chittagong,5,34711,3747.51,96.76,21,4,1,4,73,2,2,7,43,Yes
58,Male,Bachelors,Chittagong,9,27163,3372.31,85.74,14,23,4,3,21,0,1,2,31,No
38,Male,PhD,Sylhet,13,56836,8048.78,83.15,22,8,3,5,46,1,3,3,25,No
55,Female,High School,Dhaka,6,115590,18152.17,94.78,14,8,0,2,72,1,9,10,43,Yes
58,Male,High School,Dhaka,8,98717,12224.01,84.29,9,29,0,3,30,1,3,2,11,No
57,Male,High School,Sylhet,3,95267,5702.83,80.38,13,21,4,3,62,3,8,3,35,No
34,Female,Bachelors,Barisal,11,101890,14161.98,92.76,10,27,2,4,52,3,1,10,7,Yes
52,Male,Bachelors,Khulna,8,59284,9267.37,82.95,5,19,1,1,48,2,8,5,38,No
34,Female,Bachelors,Dhaka,14,137232,18785.52,97.83,11,28,2,5,19,1,4,4,29,No
35,Male,Bachelors,Khulna,5,20983,2659.47,89.8,12,13,0,4,92,0,10,8,11,No
28,Male,Bachelors,Sylhet,7,65081,6711.77,82.7,9,21,3,2,61,3,10,6,27,No
39,Male,High School,Barisal,8,21358,3644.53,80.67,14,11,3,4,53,3,8,9,47,Yes
49,Female,High School,Khulna,3,105731,5965.67,90.8,7,24,3,2,86,1,1,5,18,Yes
50,Female,High School,Rajshahi,10,73127,11520.0,81.17,11,27,2,5,22,0,7,9,16,No
47,Male,Bachelors,Chittagong,8,39630,4861.62,80.4,8,16,1,3,77,0,7,4,2,No
52,Female,Bachelors,Dhaka,4,81151,15811.83,88.78,24,14,0,4,52,2,8,1,11,No
53,Female,Bachelors,Khulna,1,28831,3625.27,76.29,23,16,3,5,89,2,3,6,35,No
51,Male,PhD,Barisal,9,64924,4646.3,82.71,5,12,2,3,31,3,6,4,24,No
57,Female,PhD,Chittagong,12,45014,3571.55,85.26,18,5,2,5,43,1,1,7,17,No
52,Female,Bachelors,Dhaka,12,60191,11314.15,92.74,11,11,0,3,48,1,2,6,3,No
31,Other,PhD,Rajshahi,1,107434,14687.07,96.81,17,13,4,2,39,2,5,8,14,No
58,Male,Bachelors,Sylhet,3,134102,20952.68,89.0,5,27,3,4,86,3,3,9,39,No
45,Female,High School,Dhaka,2,148829,15485.3,84.44,15,3,2,1,97,2,5,2,16,No
37,Male,Bachelors,Chittagong,2,106790,5566.76,77.89,17,19,4,4,91,0,1,6,40,No
23,Male,Masters,Dhaka,7,17612,2332.28,77.55,12,13,1,4,66,1,2,8,31,Yes
55,Male,High School,Chittagong,9,18675,2030.44,82.86,21,18,1,2,81,0,5,5,10,Yes
31,Female,High School,Sylhet,1,39669,6666.52,89.68,7,14,3,5,78,3,4,6,39,No
35,Male,Bachelors,Chittagong,1,30697,5984.6,87.69,20,12,2,3,45,2,5,10,12,No
47,Female,High School,Barisal,5,118598,19696.37,85.79,9,29,4,5,74,3,5,1,19,No
35,Female,Masters,Dhaka,8,138806,25172.59,93.29,22,27,3,2,15,1,6,4,49,Yes
42,Male,Bachelors,Barisal,9,78860,8627.81,92.0,7,12,3,3,81,3,8,6,25,No
52,Male,PhD,Barisal,6,103218,11204.02,94.46,17,3,4,2,18,3,4,9,37,No
34,Male,High School,Barisal,11,51507,9709.92,76.38,12,19,2,4,41,2,9,6,16,No
35,Male,Bachelors,Khulna,5,91419,11165.61,99.82,6,11,3,2,98,3,3,7,13,No
46,Male,Bachelors,Rajshahi,14,129525,24304.82,77.52,5,13,4,5,58,0,9,8,49,Yes
54,Female,Bachelors,Chittagong,5,137650,27254.59,84.32,6,13,1,3,51,0,4,5,15,No
24,Male,Masters,Rajshahi,3,17005,2440.1,86.8,7,3,0,4,77,2,2,3,38,Yes
59,Male,High School,Chittagong,8,23573,4116.48,77.63,24,18,2,1,70,3,8,6,47,Yes
31,Female,Bachelors,Sylhet,5,51671,3543.41,97.82,18,21,0,1,32,1,6,5,33,No
43,Male,Masters,Barisal,5,133263,13035.24,90.27,18,3,0,2,18,0,7,4,0,No
55,Female,Bachelors,Dhaka,7,21604,3847.27,76.57,12,4,3,5,13,2,7,5,2,No
39,Male,PhD,Khulna,3,68390,4105.67,84.65,13,5,3,2,14,3,9,3,0,No
56,Female,Masters,Dhaka,2,61008,3103.73,93.55,18,8,0,1,58,2,1,9,25,Yes
31,Female,Bachelors,Chittagong,5,18635,3551.55,99.13,9,23,3,5,60,2,4,10,42,Yes
37,Female,Bachelors,Rajshahi,4,17507,2624.58,89.62,16,2,1,4,33,1,3,9,15,No
44,Male,Bachelors,Chittagong,13,108640,8587.77,93.89,10,6,3,2,89,1,2,3,12,Yes
58,Male,Masters,Barisal,5,38083,3828.09,80.42,16,29,2,1,71,1,3,1,29,Yes
41,Male,PhD,Chittagong,11,95550,13825.24,95.0,15,19,1,3,22,1,2,10,40,No
44,Male,Masters,Rajshahi,8,104149,19119.27,84.47,22,15,2,1,26,1,4,2,17,No
25,Male,Bachelors,Dhaka,10,133650,12271.39,99.56,22,24,4,2,86,0,5,3,32,No
54,Male,Bachelors,Barisal,2,139456,12393.99,76.04,20,5,0,1,71,3,10,4,28,No
23,Other,Bachelors,Dhaka,5,105772,6188.26,77.57,19,15,0,2,87,3,5,10,40,No
53,Male,High School,Sylhet,6,62919,10988.95,99.8,16,5,4,2,15,2,6,3,1,No
45,Male,Bachelors,Sylhet,8,122412,19580.08,88.69,17,5,0,5,15,1,8,3,8,No
51,Other,Masters,Khulna,9,31896,4989.93,95.75,7,8,3,1,80,3,7,8,28,No
38,Male,Bachelors,Dhaka,1,18914,1457.14,85.95,15,20,3,3,23,1,8,10,8,No
24,Female,PhD,Sylhet,9,99897,14145.05,81.98,20,8,1,3,46,3,5,7,10,No
43,Female,Bachelors,Barisal,9,68137,6276.42,86.9,18,12,4,4,57,1,8,4,48,Yes
29,Male,Masters,Barisal,2,120144,21566.56,76.2,16,27,0,5,60,0,4,2,39,No
35,Female,High School,Barisal,6,92011,9322.18,97.01,12,24,0,4,85,1,4,6,47,Yes
58,Female,High School,Khulna,13,105287,18130.43,96.2,15,19,3,4,38,1,4,7,22,No
51,Male,Masters,Khulna,11,20839,3609.16,84.17,7,14,2,5,59,0,5,6,20,No
25,Male,Bachelors,Chittagong,4,142388,12617.33,86.26,6,16,3,2,32,1,9,2,19,No
57,Female,Bachelors,Dhaka,7,73964,9210.08,93.32,11,7,4,5,95,1,3,7,1,No
36,Female,High School,Chittagong,2,20992,3630.87,94.37,7,23,3,1,76,1,5,6,32,Yes
27,Male,Bachelors,Chittagong,7,70799,9879.1,95.06,24,25,0,2,95,1,7,4,41,Yes
29,Male,High School,Barisal,12,48376,4631.48,90.27,6,18,4,1,48,1,3,4,19,No
30,Male,Masters,Khulna,4,16014,1013.03,78.78,7,3,3,3,39,1,9,6,9,No
37,Female,Bachelors,Barisal,8,49440,5744.82,75.24,23,1,3,3,59,0,1,6,35,No
38,Female,Bachelors,Dhaka,8,110619,8754.34,80.41,14,26,2,1,82,1,2,4,46,Yes
36,Male,Bachelors,Chittagong,10,81304,8224.87,89.71,23,7,2,1,68,1,10,8,21,No
42,Female,Bachelors,Khulna,6,129089,14455.19,99.56,19,4,2,1,94,2,3,4,26,No
33,Male,PhD,Khulna,13,74125,10647.65,86.0,22,19,4,4,44,1,10,8,4,No
25,Female,High School,Dhaka,9,24690,1882.4,97.18,23,4,2,3,68,1,2,10,45,Yes
30,Female,Masters,Dhaka,9,127925,18674.53,77.02,23,22,3,1,85,2,7,3,2,No
52,Female,Bachelors,Barisal,8,91599,15832.31,97.59,22,4,1,2,73,1,3,5,46,Yes
54,Male,High School,Rajshahi,13,149104,27687.56,98.72,13,15,3,2,95,1,4,5,9,No
29,Female,Bachelors,Rajshahi,3,27360,1741.29,83.64,23,7,2,2,86,3,8,3,15,No
37,Female,Bachelors,Dhaka,11,129184,25803.05,98.1,11,4,2,4,65,1,5,3,2,No
45,Male,Bachelors,Barisal,4,38450,1960.42,84.09,23,6,2,2,32,1,1,8,9,Yes
48,Male,Masters,Barisal,4,94084,12033.21,97.75,19,12,3,3,51,1,10,4,26,No
58,Male,High School,Chittagong,8,29263,3990.57,79.88,17,13,1,2,79,3,1,2,5,Yes
33,Male,Bachelors,Barisal,10,121053,11751.73,77.02,17,29,3,4,69,1,4,6,23,No
59,Other,Bachelors,Barisal,3,147463,23458.08,93.0,5,5,1,3,18,0,7,6,27,No
42,Female,PhD,Sylhet,3,22066,2210.69,97.52,19,17,3,5,36,0,1,3,10,No
44,Female,Masters,Rajshahi,2,120539,18156.92,91.41,18,10,2,2,82,0,9,6,21,No
45,Female,Bachelors,Khulna,13,90733,15675.63,81.36,14,18,2,1,25,2,6,4,22,No
51,Female,Bachelors,Chittagong,14,29891,3401.09,75.83,17,14,0,2,59,1,4,5,5,No
51,Female,High School,Sylhet,3,37673,3890.01,83.73,17,14,2,1,48,2,1,7,4,Yes
23,Female,Bachelors,Khulna,8,67138,4804.7,93.14,24,4,0,4,26,1,5,5,13,No
35,Male,Bachelors,Rajshahi,5,92762,15013.44,97.0,14,3,4,3,40,1,8,3,1,No
25,Male,Masters,Barisal,13,52948,4650.47,78.63,10,16,0,2,13,1,2,2,4,Yes
57,Male,Bachelors,Rajshahi,4,31589,2952.93,95.9,10,14,1,2,64,0,1,9,45,Yes
37,Female,Bachelors,Barisal,14,108694,20368.53,95.92,19,18,0,5,58,0,8,3,49,Yes
29,Male,Bachelors,Chittagong,1,149093,18219.0,85.64,24,1,3,5,78,1,5,7,38,No
37,Male,Masters,Khulna,13,66496,12280.12,81.94,7,13,3,2,69,2,1,10,7,Yes
36,Female,Masters,Sylhet,12,136278,26805.66,90.99,6,29,0,4,58,1,1,8,9,Yes
45,Female,Bachelors,Khulna,10,109228,5561.71,97.14,23,13,3,1,78,3,5,1,37,No
39,Female,Bachelors,Chittagong,12,37862,3407.81,88.87,18,20,4,2,13,1,10,2,39,No
51,Male,High School,Chittagong,1,105767,17293.43,77.2,20,18,2,5,91,1,2,6,31,No
57,Male,Masters,Khulna,10,41714,8059.95,82.18,16,25,4,3,39,1,6,2,46,Yes
32,Male,Bachelors,Rajshahi,10,108325,18017.77,76.89,7,3,2,2,82,3,8,4,49,Yes
47,Female,Masters,Sylhet,4,96194,13286.25,90.15,15,22,1,2,26,3,3,9,21,No
30,Female,Masters,Dhaka,8,73109,8351.54,97.3,20,10,1,3,63,0,3,5,21,No
50,Male,Bachelors,Chittagong,13,36586,6383.77,98.63,6,9,4,5,86,0,6,1,17,No
42,Male,Masters,Barisal,8,24734,3079.67,94.26,12,7,0,1,76,1,3,10,10,No
50,Male,Bachelors,Sylhet,12,86726,9169.45,98.47,13,2,2,1,75,3,7,8,32,No
45,Male,Bachelors,Khulna,7,102476,6508.73,91.91,5,15,4,2,98,0,2,7,37,Yes
31,Male,Masters,Sylhet,12,121061,10075.57,79.4,11,23,1,5,58,2,5,6,46,Yes
33,Female,Masters,Rajshahi,12,142832,27970.71,82.73,8,21,2,4,91,2,1,10,0,No
55,Female,Bachelors,Khulna,6,127398,15529.39,86.28,12,28,0,1,98,2,2,6,30,Yes
25,Female,Bachelors,Sylhet,5,20560,2158.11,76.55,13,19,1,5,84,0,3,7,9,No
42,Male,Masters,Khulna,12,39446,2657.77,93.17,11,23,3,1,63,1,2,7,7,Yes
40,Female,Bachelors,Sylhet,4,35835,3503.32,88.84,6,21,3,2,48,0,1,9,6,Yes
47,Male,Masters,Chittagong,3,27093,3378.77,97.44,13,6,1,2,86,3,2,6,46,Yes
44,Male,Masters,Khulna,6,125683,19403.31,99.45,21,27,3,3,72,2,5,2,19,No
32,Male,Masters,Barisal,14,136470,24600.6,87.31,20,12,2,5,23,2,7,7,14,No
37,Female,Masters,Dhaka,1,82011,16226.88,90.88,12,15,1,1,71,0,3,3,14,No
51,Female,Bachelors,Dhaka,12,46654,3576.02,75.52,6,16,0,5,78,1,10,2,40,No
56,Female,Masters,Chittagong,10,65512,5448.29,90.44,20,10,4,5,98,1,6,3,48,Yes
26,Female,Bachelors,Khulna,5,89121,14804.61,85.34,22,4,1,2,84,0,5,4,46,Yes
59,Female,High School,Rajshahi,6,21846,1765.01,98.95,11,29,3,5,32,0,9,8,38,Yes
48,Male,Bachelors,Khulna,7,64921,12358.69,78.96,15,17,1,1,25,0,4,5,47,Yes
29,Male,Masters,Khulna,12,24851,2466.18,93.61,17,24,4,3,57,3,10,1,18,No
51,Male,Bachelors,Barisal,13,130312,25493.52,89.95,14,17,1,4,18,2,6,10,38,No
51,Female,Masters,Chittagong,12,56098,7032.09,84.34,13,27,4,2,68,2,10,4,47,Yes
24,Female,Bachelors,Dhaka,9,33043,3735.36,76.95,14,12,2,3,87,1,6,1,18,No
38,Male,Masters,Sylhet,8,135395,9794.14,79.62,21,1,2,1,57,3,4,5,43,Yes
25,Male,Bachelors,Barisal,13,120128,12384.52,86.07,9,10,4,2,79,0,4,8,1,No
55,Male,Bachelors,Sylhet,9,145092,20002.34,85.67,12,26,1,2,14,3,6,5,37,Yes
52,Female,High School,Rajshahi,12,24622,1326.12,95.9,24,20,0,4,72,3,3,5,39,No
39,Female,PhD,Sylhet,3,111256,20830.67,99.13,13,18,2,2,43,3,4,2,34,No
41,Female,Bachelors,Khulna,9,61902,7469.25,78.57,16,24,2,4,31,0,4,10,24,No
30,Male,Bachelors,Khulna,7,17837,2918.99,83.01,12,4,4,1,11,2,8,5,12,Yes
48,Male,Masters,Barisal,6,143569,12899.83,99.12,19,4,3,2,94,3,9,9,40,No
34,Male,Masters,Khulna,8,127634,25153.47,89.73,9,27,0,1,78,0,6,8,21,Yes
48,Female,Bachelors,Dhaka,8,74320,4275.29,76.68,20,1,3,3,48,2,6,9,29,No
28,Female,Bachelors,Khulna,8,68689,12859.06,80.86,21,13,4,1,87,0,5,8,21,No
46,Other,Bachelors,Rajshahi,8,122879,22966.31,87.41,12,4,3,2,12,0,2,9,6,Yes
26,Female,High School,Khulna,3,64446,10766.4,89.57,19,5,2,3,85,3,5,4,35,No
23,Male,Bachelors,Sylhet,10,45176,7353.09,88.84,15,29,1,4,58,0,8,5,15,No
57,Female,Bachelors,Dhaka,1,104741,18546.88,98.37,5,20,2,2,95,2,4,7,43,Yes
34,Male,Bachelors,Sylhet,14,74482,10428.52,90.41,20,15,0,5,23,2,9,10,45,Yes
40,Male,Masters,Chittagong,7,34167,5413.12,95.56,14,7,2,1,90,0,1,6,45,Yes
49,Male,Bachelors,Dhaka,14,65507,10525.34,76.42,6,15,0,4,72,3,6,5,15,No
24,Male,Bachelors,Sylhet,14,149061,18659.36,88.67,16,22,1,2,88,3,5,5,1,No
55,Male,PhD,Khulna,10,65111,9779.77,87.12,12,1,2,1,50,0,5,8,26,No
45,Female,PhD,Sylhet,14,141064,22401.14,96.39,20,14,4,5,13,1,9,1,6,No
43,Male,Bachelors,Rajshahi,6,142701,7343.76,81.77,23,2,1,1,34,3,7,4,36,No
44,Male,High School,Khulna,12,65130,3312.77,85.01,9,13,0,1,25,1,3,7,14,No
39,Male,Bachelors,Sylhet,3,148790,29096.95,80.54,10,2,2,1,95,1,4,8,14,No
24,Female,Bachelors,Rajshahi,12,72637,8822.75,92.76,5,19,3,1,31,3,8,4,26,No
44,Female,Bachelors,Khulna,6,51186,4323.71,79.13,5,22,0,3,62,1,3,7,18,No
27,Male,Bachelors,Chittagong,1,49812,8339.32,93.95,17,4,2,5,75,0,10,7,8,No
41,Male,Bachelors,Sylhet,2,25437,4569.45,93.79,10,28,3,2,21,2,1,6,7,Yes
49,Male,Bachelors,Sylhet,6,103851,19924.28,76.98,15,16,2,4,37,0,5,1,26,No
59,Male,Bachelors,Rajshahi,14,110519,6480.82,76.88,16,18,4,2,68,0,2,4,43,Yes
49,Female,Bachelors,Khulna,4,76477,5838.78,92.95,7,18,4,1,21,3,7,5,10,No
52,Male,Masters,Dhaka,12,105339,18023.46,85.18,7,15,0,4,92,3,3,3,26,No
38,Male,Bachelors,Dhaka,10,23753,1864.29,88.89,19,24,0,5,30,3,7,5,19,No
36,Female,PhD,Dhaka,6,100422,16870.84,85.84,14,4,2,3,48,3,4,3,11,No
34,Other,Masters,Sylhet,9,47747,5220.85,91.14,11,4,0,5,19,0,10,10,1,No
24,Female,Bachelors,Dhaka,3,104948,15259.98,87.92,9,10,1,4,31,1,2,7,15,No
35,Male,Masters,Sylhet,9,145906,25408.74,79.74,15,9,1,3,88,3,10,4,42,Yes
46,Female,High School,Barisal,8,122236,20452.87,76.65,14,13,0,2,66,2,7,4,39,No
30,Female,Masters,Barisal,11,65786,12118.51,97.83,12,26,4,1,26,0,5,1,25,Yes
53,Male,Bachelors,Dhaka,8,50715,6073.49,75.4,10,2,0,5,11,2,2,7,0,No
42,Other,Bachelors,Chittagong,12,60530,5039.39,81.28,5,8,1,5,70,1,10,7,2,No
33,Male,Bachelors,Khulna,1,80203,9862.54,86.37,16,27,3,4,91,0,9,2,40,No
40,Female,Bachelors,Barisal,7,65012,4174.06,90.17,6,13,4,2,60,0,1,1,3,Yes
30,Other,Bachelors,Khulna,5,127778,8587.48,82.23,13,29,1,3,87,3,9,8,11,No
47,Female,Masters,Rajshahi,1,42824,7721.01,94.16,19,29,0,4,10,2,5,6,30,No
40,Female,Bachelors,Barisal,3,115761,22233.23,81.64,23,7,1,1,49,2,7,7,20,No
37,Male,High School,Dhaka,6,17968,1710.79,84.08,18,2,3,3,81,1,9,10,33,No
59,Male,High School,Khulna,11,59191,3255.62,89.59,13,17,4,3,58,3,6,1,14,No
54,Female,Bachelors,Sylhet,12,98559,12169.04,91.26,21,15,1,2,34,0,2,10,16,Yes
57,Male,Masters,Khulna,10,16039,1274.54,97.94,22,20,0,3,61,0,6,3,3,No
24,Male,Bachelors,Chittagong,8,118076,6609.77,90.82,20,1,4,3,12,1,4,6,29,No
39,Female,Masters,Barisal,3,134416,13933.65,76.39,15,8,4,1,10,3,2,4,33,Yes
33,Male,Bachelors,Rajshahi,14,34573,3444.51,94.04,11,15,4,2,35,0,10,3,18,No
54,Male,Bachelors,Sylhet,8,87079,12177.32,83.25,14,5,4,5,49,2,7,6,28,No
43,Female,Masters,Khulna,1,139989,15657.66,88.52,7,12,0,5,98,2,5,5,40,No
43,Male,Masters,Chittagong,2,37472,6023.79,84.93,10,3,2,1,28,2,2,10,44,Yes
39,Male,Bachelors,Chittagong,9,70283,11415.4,86.95,15,2,0,3,28,3,2,8,2,No
43,Male,Masters,Dhaka,2,44262,7908.56,75.29,23,18,1,1,32,3,5,2,7,No
51,Male,High School,Dhaka,6,70974,6393.43,99.66,9,20,0,1,95,1,2,2,3,Yes
49,Female,Bachelors,Khulna,2,116985,22220.79,84.3,18,7,1,5,52,0,2,8,28,No
25,Female,Bachelors,Rajshahi,5,51194,5394.94,92.42,11,26,2,2,20,2,8,2,41,Yes
35,Female,Bachelors,Khulna,11,84865,7946.75,79.61,21,10,1,2,48,3,1,4,7,Yes
28,Female,Masters,Barisal,11,138983,19316.49,85.7,16,18,4,2,96,3,5,9,36,No
56,Female,Bachelors,Sylhet,11,33031,5938.68,83.84,22,22,4,5,71,2,1,7,43,Yes
55,Female,Masters,Barisal,11,120567,8636.72,95.86,10,1,0,4,94,1,5,2,25,No
57,Male,PhD,Rajshahi,11,98891,16856.0,87.23,9,18,0,5,39,0,6,4,35,No
26,Male,Bachelors,Barisal,4,71592,5284.26,99.06,6,2,3,3,68,1,2,3,25,No
36,Male,Bachelors,Rajshahi,2,46254,3041.41,98.96,18,21,0,5,60,1,2,7,10,No
25,Male,Bachelors,Khulna,7,138355,16490.16,78.27,9,18,3,5,23,3,3,1,17,No
57,Female,High School,Sylhet,2,114447,16628.63,88.55,13,10,4,3,33,1,4,7,14,No
55,Male,Bachelors,Sylhet,11,96450,9777.17,84.13,14,20,4,5,85,1,5,2,14,No
34,Male,Masters,Barisal,8,121370,9739.23,98.18,14,5,3,2,66,0,6,1,37,No
47,Male,PhD,Barisal,10,58981,4819.12,96.64,7,2,0,4,81,3,8,6,43,Yes
35,Female,Bachelors,Chittagong,9,91307,9454.53,90.06,8,17,4,3,62,3,3,3,45,Yes
26,Male,Masters,Chittagong,4,95565,5144.25,94.56,14,16,2,3,28,3,7,10,26,No
43,Female,Bachelors,Rajshahi,9,145991,20208.79,79.94,12,5,3,5,20,1,4,10,1,No
57,Female,Masters,Barisal,12,129361,16623.08,94.56,5,19,0,5,32,0,6,9,42,Yes
44,Male,Masters,Khulna,7,74269,13941.29,83.38,18,17,2,2,70,3,5,7,39,No
51,Female,PhD,Sylhet,8,65680,7345.44,90.85,5,15,1,3,98,0,1,2,39,No
22,Male,Masters,Chittagong,8,67436,7142.58,94.92,17,20,0,1,28,0,5,9,13,No
23,Female,Masters,Rajshahi,11,119588,21306.88,99.51,13,3,0,1,29,2,7,1,22,No
30,Female,High School,Rajshahi,7,59687,10706.27,92.74,19,7,0,5,42,2,5,7,20,No
25,Male,Bachelors,Khulna,14,27658,3225.38,96.74,20,28,0,2,25,3,2,10,25,Yes
36,Other,Bachelors,Dhaka,6,49878,7555.62,84.03,8,23,2,3,82,0,3,6,43,Yes
47,Male,High School,Khulna,12,25190,1383.92,87.63,24,1,0,4,94,1,5,6,17,No
53,Female,High School,Sylhet,14,38604,4993.96,84.43,15,6,1,2,53,1,1,5,35,Yes
38,Male,High School,Khulna,8,67956,6596.9,85.51,12,18,4,4,26,2,3,5,42,Yes
52,Male,Masters,Chittagong,5,66204,12623.21,97.33,12,23,2,1,97,1,10,7,35,No
41,Female,Bachelors,Sylhet,5,131768,10562.79,82.22,13,24,3,4,19,3,10,9,5,No
27,Female,Bachelors,Khulna,5,138819,18628.69,86.69,6,21,4,1,66,2,7,9,32,No
44,Male,High School,Khulna,7,65448,9358.21,83.52,16,11,3,4,45,0,6,3,10,No
45,Male,High School,Sylhet,5,71411,3736.06,95.63,8,7,1,3,74,0,1,5,19,No
55,Male,High School,Chittagong,3,101861,9413.79,94.1,18,2,2,5,95,0,2,2,34,No
38,Female,Masters,Barisal,2,124196,10982.4,90.56,5,9,4,2,90,0,3,5,25,No
47,Male,High School,Barisal,9,32376,3717.66,99.03,24,2,1,4,52,3,6,3,24,No
50,Female,Masters,Sylhet,1,23611,1817.99,91.73,5,19,0,4,14,2,9,10,27,No
53,Male,Bachelors,Sylhet,10,121507,13352.47,93.33,5,20,2,5,55,2,4,5,17,No
57,Male,Masters,Sylhet,12,130739,15436.12,89.12,15,2,3,4,70,1,9,8,39,No
36,Male,Masters,Rajshahi,14,28729,4356.66,93.3,7,25,1,3,76,3,5,2,19,No
41,Male,Bachelors,Sylhet,10,86047,11052.51,97.84,9,28,4,4,50,3,4,5,19,No
27,Female,Bachelors,Chittagong,9,97284,12278.96,92.63,11,7,4,5,70,1,8,9,2,No
27,Male,Masters,Chittagong,12,52819,8140.43,75.18,16,23,1,1,80,3,5,8,25,No
56,Male,Bachelors,Barisal,4,117310,18851.51,91.04,16,2,1,3,63,2,7,4,40,No
31,Male,Bachelors,Barisal,11,53085,7749.75,90.17,22,23,0,2,75,1,5,8,28,No
43,Male,Bachelors,Dhaka,14,129631,11680.11,84.97,19,10,4,4,23,3,10,4,28,No
48,Female,PhD,Dhaka,4,116161,11786.94,77.68,15,1,4,4,26,2,10,9,33,No
51,Female,High School,Sylhet,7,78628,11369.33,96.55,9,16,2,3,45,3,7,7,8,No
44,Female,Bachelors,Barisal,13,99447,15645.09,88.67,24,16,3,2,78,0,2,6,23,Yes
26,Female,Bachelors,Rajshahi,8,127990,21404.14,79.91,10,3,1,1,11,1,7,3,36,No
46,Male,High School,Chittagong,12,106369,12508.72,98.9,23,7,0,5,54,1,5,10,10,No
37,Male,Bachelors,Dhaka,4,133186,24138.44,94.88,15,21,1,2,30,3,10,2,14,No
25,Female,High School,Chittagong,13,100908,5450.87,92.43,12,16,0,2,93,3,2,9,2,Yes
43,Male,High School,Rajshahi,5,74395,6072.04,92.37,12,27,0,2,95,0,6,1,12,Yes
38,Female,Masters,Sylhet,14,91677,4733.28,88.59,24,27,0,5,43,0,5,8,6,No
29,Female,Bachelors,Khulna,14,99781,9895.17,93.56,20,6,4,5,88,1,3,4,27,No
40,Male,Bachelors,Chittagong,13,115612,9211.93,85.69,16,21,4,2,64,1,3,1,7,No
49,Male,Bachelors,Rajshahi,1,88151,7483.24,96.72,24,20,0,5,24,1,6,2,22,No
36,Female,Bachelors,Sylhet,5,87174,15182.25,87.84,6,5,3,5,30,2,7,8,12,No
43,Other,Masters,Barisal,4,135941,17031.9,76.58,22,7,4,4,19,2,10,4,30,No
31,Male,Masters,Khulna,12,22753,4383.61,78.73,5,3,2,5,25,0,8,10,20,No
24,Male,Bachelors,Khulna,14,116421,6180.83,98.69,11,29,4,5,69,0,1,5,45,Yes
56,Female,Masters,Barisal,12,45305,3495.76,84.79,16,1,1,4,19,1,5,5,36,No
22,Male,High School,Rajshahi,10,102787,17159.53,89.79,9,19,0,5,48,0,5,10,23,No
57,Male,High School,Chittagong,10,122823,15132.8,88.51,16,21,0,5,86,2,6,4,43,Yes
47,Female,Bachelors,Sylhet,2,144796,12324.6,76.58,7,13,1,5,37,0,3,4,7,No
33,Male,Bachelors,Dhaka,7,34190,5727.13,77.14,24,13,2,4,95,1,10,5,35,No
22,Male,High School,Khulna,10,46246,2629.32,98.08,16,19,2,2,67,3,8,5,18,No
24,Female,Bachelors,Dhaka,1,101362,17202.92,78.47,15,23,1,1,12,0,1,6,18,Yes
