Age,Gender,Educational Qualification,Location,Tenure,Monthly Salary,Incentive Earnings,Attendance %,Leave Utilization,Distance from Workplace,Number of Transfers,Performance Rating,Training Hours,Promotion History,Manager Effectiveness Score,Employee Engagement Score,Overtime Hours,Previous Attrition Label
59,Female,Bachelors,Sylhet,11,88724,7630.19,85.17,9,13,0,5,26,2,10,9,28,No
57,Other,Bachelors,Rajshahi,2,133689,14207.54,77.89,11,7,4,1,19,2,2,4,8,Yes
29,Female,Bachelors,Dhaka,6,67639,9466.3,93.73,5,25,1,3,55,2,10,1,30,No
48,Female,High School,Sylhet,6,28307,4105.45,75.76,24,2,4,4,45,3,3,10,22,No
36,Male,Bachelors,Sylhet,6,54321,9123.99,89.08,5,12,3,2,98,2,1,3,5,Yes
31,Female,Masters,Rajshahi,2,50351,8842.17,92.67,8,13,2,2,24,1,1,1,12,Yes
46,Male,High School,Sylhet,11,68281,12692.17,92.85,14,24,0,5,18,2,5,2,11,No
38,Male,Masters,Rajshahi,12,125440,8818.44,82.53,19,23,0,2,15,1,4,6,12,No
46,Female,Masters,Rajshahi,12,72888,13677.89,77.75,11,2,0,3,72,1,1,6,42,Yes
25,Female,Masters,Khulna,11,137131,27081.25,88.57,17,10,3,4,13,1,7,9,44,Yes
40,Female,Masters,Sylhet,5,88118,8847.23,90.79,11,6,2,4,39,3,9,10,44,Yes
58,Female,Masters,Dhaka,6,102228,8489.77,88.8,16,5,4,5,72,3,3,9,15,No
27,Male,Bachelors,Chittagong,8,37518,4393.47,85.4,24,14,3,5,95,1,5,1,20,No
41,Female,Bachelors,Khulna,10,23745,2327.31,97.77,11,6,4,4,41,0,5,4,15,No
22,Female,Bachelors,Dhaka,5,23741,2049.52,88.88,21,28,2,4,66,1,4,9,22,No
38,Male,Masters,Barisal,4,40936,3363.08,96.18,15,17,1,5,41,2,9,6,3,No
37,Male,Masters,Rajshahi,13,31809,6355.86,78.35,24,9,2,3,92,2,9,7,21,No
23,Male,Masters,Chittagong,3,108044,18975.38,99.72,21,5,4,1,36,1,6,10,10,No
45,Male,Bachelors,Barisal,1,22890,3628.24,83.8,13,1,4,3,28,3,9,1,46,Yes
55,Female,High School,Khulna,14,27634,2140.97,81.48,20,22,4,3,55,2,9,3,26,No
52,Female,Bachelors,Dhaka,8,46403,4963.23,76.4,18,2,4,2,63,1,10,1,16,No
53,Female,Masters,Khulna,4,32723,5292.3,98.92,17,4,3,1,10,0,8,1,14,No
39,Male,Bachelors,Chittagong,4,108766,19787.37,98.74,20,25,1,5,43,2,8,6,0,No
36,Male,Masters,Dhaka,5,74273,12787.16,95.15,16,12,3,1,39,0,6,8,7,No
22,Male,Bachelors,Chittagong,4,105655,10334.5,79.73,10,20,4,5,55,2,2,5,21,No
57,Male,Bachelors,Dhaka,11,71157,12871.57,84.57,12,22,2,4,60,0,10,8,20,No
57,Male,Bachelors,Khulna,6,112648,6479.82,85.63,16,6,4,5,27,3,7,3,8,No
